seq_id,locus_tag,origin,strand,start,end,gene,pseudo,prot_id,prot_name,annot
lcl_NC_004668.1_prot_WP_002357061.1_1838 ,EF_RS09480,NC_004668.1,-,1921518,1921871,n.a,false,WP_002357061.1,"hypothetical protein","GeneID:1200860"
lcl_NC_004668.1_prot_WP_002363905.1_1388 ,EF_RS07225,NC_004668.1,+,1449797,1450270,n.a,false,WP_002363905.1,"V_type ATP synthase subunit K","GeneID:1200397"
lcl_NC_004668.1_prot_WP_010714416.1_1012 ,EF_RS05315,NC_004668.1,+,1068036,1070060,ace,false,WP_010714416.1,"collagen_binding MSCRAMM adhesin Ace","GeneID:1200001"
lcl_NC_004668.1_prot_1995 ,EF_RS10290,NC_004668.1,-,2059096,2060449,n.a,true,n.a,"phosphoglucosamine mutase","GeneID:1201031"
lcl_NC_004668.1_prot_WP_002391500.1_893 ,EF_RS04630,NC_004668.1,+,934010,935074,n.a,false,WP_002391500.1,"aminopeptidase P family protein","GeneID:1199862"
lcl_NC_004668.1_prot_WP_002355607.1_688 ,EF_RS03595,NC_004668.1,+,706551,707330,n.a,false,WP_002355607.1,"WxL domain_containing protein","GeneID:1199648"
lcl_NC_004668.1_prot_546 ,EF_RS02885,NC_004668.1,+,,557448,n.a,true,n.a,"peptidase","GeneID:44140574"
lcl_NC_004668.1_prot_WP_002356449.1_2492 ,EF_RS12785,NC_004668.1,-,2611104,2611688,n.a,false,WP_002356449.1,"NUDIX hydrolase","GeneID:1201552"
lcl_NC_004668.1_prot_WP_002379133.1_709 ,EF_RS03700,NC_004668.1,+,732434,735322,n.a,false,WP_002379133.1,"isopeptide_forming domain_containing fimbrial protein","GeneID:1199670"
lcl_NC_004668.1_prot_WP_010706576.1_1048 ,EF_RS05495,NC_004668.1,+,1108496,1109320,n.a,false,WP_010706576.1,"aldo/keto reductase","GeneID:1200040"
lcl_NC_004668.1_prot_WP_002387339.1_2777 ,EF_RS14245,NC_004668.1,-,2877118,2878779,n.a,false,WP_002387339.1,"SulP family inorganic anion transporter","GeneID:1201853"
lcl_NC_004668.1_prot_WP_002360569.1_1058 ,EF_RS05545,NC_004668.1,-,1117747,1120083,n.a,false,WP_002360569.1,"PBP1A family penicillin_binding protein","GeneID:1200050"
lcl_NC_004668.1_prot_WP_002380180.1_1096 ,EF_RS05740,NC_004668.1,+,1155817,1156587,n.a,false,WP_002380180.1,"TIGR01457 family HAD_type hydrolase","GeneID:1200089"
lcl_NC_004668.1_prot_WP_002359087.1_2802 ,EF_RS14370,NC_004668.1,-,2911003,2911476,n.a,false,WP_002359087.1,"PTS sugar transporter subunit IIB","GeneID:1201878"
lcl_NC_004669.1_prot_WP_000195429.1_3122 ,EF_RS16405,NC_004669.1,+,47519,48691,n.a,false,WP_000195429.1,"IS256_like element IS256 family transposase","GeneID:1202229"
lcl_NC_004668.1_prot_WP_002359733.1_2248 ,EF_RS11560,NC_004668.1,+,2352193,2352903,n.a,false,WP_002359733.1,"histidine phosphatase family protein","GeneID:1201299"
lcl_NC_004668.1_prot_WP_002356047.1_33 ,EF_RS00165,NC_004668.1,-,39876,41123,n.a,false,WP_002356047.1,"glutamate_5_semialdehyde dehydrogenase","GeneID:1198945"
lcl_NC_004668.1_prot_WP_002383273.1_2831 ,EF_RS14515,NC_004668.1,-,2934247,2935107,mreC,false,WP_002383273.1,"rod shape_determining protein MreC","GeneID:1201908"
lcl_NC_004668.1_prot_WP_002390435.1_1710 ,EF_RS08835,NC_004668.1,-,1789573,1790151,n.a,false,WP_002390435.1,"HD domain_containing protein","GeneID:1200725"
lcl_NC_004668.1_prot_WP_002356759.1_2217 ,EF_RS11405,NC_004668.1,-,2322059,2322844,rpsB,false,WP_002356759.1,"30S ribosomal protein S2","GeneID:1201266"
lcl_NC_004668.1_prot_WP_002379523.1_1659 ,EF_RS08580,NC_004668.1,-,1730282,1731406,purK,false,WP_002379523.1,"5_(carboxyamino)imidazole ribonucleotide synthase","GeneID:1200675"
lcl_NC_004668.1_prot_WP_002356639.1_2310 ,EF_RS11870,NC_004668.1,-,2422608,2423645,n.a,false,WP_002356639.1,"methionine ABC transporter ATP_binding protein","GeneID:1201362"
lcl_NC_004669.1_prot_WP_001015311.1_3126 ,EF_RS16425,NC_004669.1,-,52023,52703,n.a,false,WP_001015311.1,"IS6_like element IS1216 family transposase","GeneID:1202233"
lcl_NC_004668.1_prot_WP_010774237.1_2443 ,EF_RS12540,NC_004668.1,-,2557147,2558160,n.a,false,WP_010774237.1,"hypothetical protein","GeneID:1201503"
lcl_NC_004668.1_prot_WP_002358529.1_494 ,EF_RS02620,NC_004668.1,+,494233,494415,n.a,false,WP_002358529.1,"hypothetical protein","GeneID:44140566"
lcl_NC_004668.1_prot_WP_002362941.1_267 ,EF_RS01475,NC_004668.1,-,278462,279223,n.a,false,WP_002362941.1,"MurR/RpiR family transcriptional regulator","GeneID:1199211"
lcl_NC_004668.1_prot_WP_002381942.1_1215 ,EF_RS06340,NC_004668.1,+,1283601,1284428,n.a,false,WP_002381942.1,"helix_turn_helix transcriptional regulator","GeneID:1200214"
lcl_NC_004668.1_prot_WP_002383098.1_1748 ,EF_RS09025,NC_004668.1,+,1826784,1827524,n.a,false,WP_002383098.1,"hypothetical protein","GeneID:1200760"
lcl_NC_004668.1_prot_WP_011109597.1_3055 ,EF_RS15690,NC_004668.1,-,3195824,3201058,n.a,false,WP_011109597.1,"cell wall surface anchor protein","GeneID:1202157"
lcl_NC_004668.1_prot_WP_002381974.1_1076 ,EF_RS05640,NC_004668.1,+,1137181,1138137,n.a,false,WP_002381974.1,"YitT family protein","GeneID:1200068"
