62,chrm,2723090,2723770,ECRM13516_RS14015,tail assembly protein,-
62,chrm,2272839,2273519,ECRM13516_RS11555,tail assembly protein,-
62,chrm,1923530,1924210,ECRM13516_RS09695,tail assembly protein,-
62,chrm,2427111,2427791,ECRM13516_RS12450,tail assembly protein,-
63,chrm,1103705,1103911,ECRM13516_RS05380,hypothetical protein,+
63,chrm,2272679,2272885,ECRM13516_RS29570,hypothetical protein,-
64,chrm,1103942,1104469,ECRM13516_RS05385,superoxide dismutase,-
64,chrm,2272121,2272648,ECRM13516_RS11550,superoxide dismutase,+
65,chrm,1104603,1108079,ECRM13516_RS05390,host specificity protein J,+
65,chrm,2423385,2426861,ECRM13516_RS12445,host specificity protein J,-
65,chrm,1605057,1608530,ECRM13516_RS08200,host specificity protein J,+
65,chrm,3286262,3289738,ECRM13516_RS16790,host specificity protein J,-
65,chrm,2719373,2722852,ECRM13516_RS14010,host specificity protein J,-
65,chrm,1919804,1923283,ECRM13516_RS09690,host specificity protein J,-
66,chrm,1276839,1277726,ECRM13516_RS06290,IS3 family transposase,-
66,chrm,5324666,5325553,ECRM13516_RS26930,IS3 family transposase,-
67,chrm,1289257,1290168,ECRM13516_RS06345,50S ribosome_binding GTPase,+
67,chrm,5006086,5006997,ECRM13516_RS25305,50S ribosome_binding GTPase,-
67,chrm,5225878,5226789,ECRM13516_RS26370,hypothetical protein,+
68,chrm,1293442,1295826,ECRM13516_RS06355,hypothetical protein,+
68,chrm,2524537,2526933,ECRM13516_RS13030,hypothetical protein,+
69,chrm,1295823,1296728,ECRM13516_RS06360,chemotaxis protein,+
69,chrm,2526930,2527835,ECRM13516_RS13035,chemotaxis protein,+
70,chrm,1296725,1297795,ECRM13516_RS06365,phospholipase,+
70,chrm,2527832,2528902,ECRM13516_RS13040,phospholipase,+
71,chrm,1298135,1298953,ECRM13516_RS06375,DUF945 domain_containing protein,+
71,chrm,4998194,4999015,ECRM13516_RS25280,DUF945 domain_containing protein,-
71,chrm,2530368,2531189,ECRM13516_RS13055,DUF945 domain_containing protein,+
71,chrm,5233860,5234678,ECRM13516_RS26395,DUF945 domain_containing protein,+
72,chrm,1299044,1299529,ECRM13516_RS06380,antirestriction protein,+
72,chrm,4997383,4997856,ECRM13516_RS25270,antirestriction protein,-
72,chrm,2531271,2531750,ECRM13516_RS13060,antirestriction protein,+
72,chrm,5234733,5235218,ECRM13516_RS26400,antirestriction protein,+
73,chrm,1299545,1300021,ECRM13516_RS06385,hypothetical protein,+
73,chrm,5235234,5235710,ECRM13516_RS26405,hypothetical protein,+
73,chrm,2531766,2532242,ECRM13516_RS13065,hypothetical protein,+
73,chrm,4996891,4997367,ECRM13516_RS25265,hypothetical protein,-
74,chrm,1300084,1300305,ECRM13516_RS06390,DUF987 domain_containing protein,+
74,chrm,2532305,2532526,ECRM13516_RS13070,DUF987 domain_containing protein,+
74,chrm,4996601,4996822,ECRM13516_RS25260,DUF987 domain_containing protein,-
74,chrm,5235773,5235994,ECRM13516_RS26410,DUF987 domain_containing protein,+
75,chrm,1300468,1300842,ECRM13516_RS06400,type IV toxin_antitoxin system YeeU family antitoxin,+
75,chrm,2532600,2532968,ECRM13516_RS13075,type IV toxin_antitoxin system YeeU family antitoxin,+
75,chrm,5236157,5236525,ECRM13516_RS26420,type IV toxin_antitoxin system YeeU family antitoxin,+
75,chrm,4996152,4996526,ECRM13516_RS25255,type IV toxin_antitoxin system YeeU family antitoxin,-
76,chrm,1300889,1301263,ECRM13516_RS06405,toxin,+
76,chrm,5236615,5236989,ECRM13516_RS26425,toxin,+
76,chrm,4995728,4996105,ECRM13516_RS25250,toxin,-
77,chrm,1301263,1301751,ECRM13516_RS06410,hypothetical protein,+
77,chrm,5236986,5237474,ECRM13516_RS26430,hypothetical protein,+
78,chrm,1301763,1301960,ECRM13516_RS06415,DUF957 domain_containing protein,+
78,chrm,4995034,4995231,ECRM13516_RS25240,DUF957 domain_containing protein,-
78,chrm,5237486,5237683,ECRM13516_RS26435,DUF957 domain_containing protein,+
79,chrm,1302045,1302887,ECRM13516_RS06420,DUF4942 domain_containing protein,+
79,chrm,4994107,4994949,ECRM13516_RS25235,DUF4942 domain_containing protein,-
80,chrm,1396419,1396637,ECRM13516_RS06950,hypothetical protein,-
80,chrm,1575692,1575910,ECRM13516_RS07995,hypothetical protein,-
81,chrm,1397156,1397563,ECRM13516_RS06960,transcriptional regulator,-
81,chrm,1576547,1576954,ECRM13516_RS08005,transcriptional regulator,-
82,chrm,1397640,1397867,ECRM13516_RS06965,transcriptional regulator,+
82,chrm,1577031,1577258,ECRM13516_RS08010,transcriptional regulator,+
83,chrm,1397851,1398402,ECRM13516_RS06970,hypothetical protein,+
83,chrm,1577242,1577793,ECRM13516_RS08015,hypothetical protein,+
84,chrm,1399203,1399868,ECRM13516_RS31235,replication protein,+
84,chrm,1578594,1579259,ECRM13516_RS31280,replication protein,+
85,chrm,1400378,1400734,ECRM13516_RS06990,hypothetical protein,+
85,chrm,1951069,1951425,ECRM13516_RS09880,hypothetical protein,-
86,chrm,1400783,1400995,ECRM13516_RS06995,hypothetical protein,+
86,chrm,1950808,1951020,ECRM13516_RS09875,hypothetical protein,-
87,chrm,1401974,1402078,ECRM13516_RS31240,hypothetical protein,+
87,chrm,1949674,1949778,ECRM13516_RS31355,hypothetical protein,-
88,chrm,1406184,1406351,ECRM13516_RS07045,membrane protein,+
88,chrm,2448382,2448549,ECRM13516_RS12580,membrane protein,-
88,chrm,2745658,2745825,ECRM13516_RS14170,membrane protein,-
89,chrm,1412481,1412846,ECRM13516_RS07115,HNH endonuclease,+
89,chrm,2738992,2739357,ECRM13516_RS14105,HNH endonuclease,-
89,chrm,2288749,2289114,ECRM13516_RS11645,HNH endonuclease,-
89,chrm,3306376,3306741,ECRM13516_RS16885,HNH endonuclease,-
90,chrm,1413135,1413698,ECRM13516_RS07120,terminase small subunit,+
90,chrm,1587325,1587888,ECRM13516_RS08095,terminase small subunit,+
90,chrm,2287896,2288459,ECRM13516_RS11640,terminase small subunit,-
90,chrm,3305521,3306084,ECRM13516_RS16880,terminase small subunit,-
90,chrm,2738140,2738703,ECRM13516_RS14100,terminase small subunit,-
91,chrm,1413695,1415356,ECRM13516_RS07125,terminase large subunit,+
91,chrm,3303863,3305524,ECRM13516_RS16875,terminase large subunit,-
91,chrm,2736482,2738143,ECRM13516_RS14095,terminase large subunit,-
91,chrm,1587885,1589546,ECRM13516_RS08100,terminase large subunit,+
91,chrm,2286238,2287899,ECRM13516_RS11635,terminase large subunit,-
92,chrm,1415420,1417357,ECRM13516_RS07130,phage major capsid protein,+
92,chrm,3301862,3303799,ECRM13516_RS16870,phage major capsid protein,-
92,chrm,2734481,2736418,ECRM13516_RS14090,phage major capsid protein,-
92,chrm,2284237,2286174,ECRM13516_RS11630,phage major capsid protein,-
92,chrm,1589610,1591547,ECRM13516_RS08105,phage major capsid protein,+
93,chrm,1417402,1417623,ECRM13516_RS07135,hypothetical protein,+
93,chrm,1591592,1591813,ECRM13516_RS08110,hypothetical protein,+
93,chrm,3301596,3301817,ECRM13516_RS16865,hypothetical protein,-
93,chrm,2734215,2734436,ECRM13516_RS14085,hypothetical protein,-
93,chrm,2283971,2284192,ECRM13516_RS11625,hypothetical protein,-
94,chrm,1419989,1420315,ECRM13516_RS07145,phage gp6_like head_tail connector protein,+
94,chrm,2731362,2731688,ECRM13516_RS14070,phage gp6_like head_tail connector protein,-
94,chrm,2281118,2281444,ECRM13516_RS11610,phage gp6_like head_tail connector protein,-
94,chrm,3298257,3298583,ECRM13516_RS16850,phage gp6_like head_tail connector protein,-
94,chrm,1594502,1594828,ECRM13516_RS08125,phage gp6_like head_tail connector protein,+
95,chrm,1420325,1420675,ECRM13516_RS07150,head_tail adaptor protein,+
95,chrm,2280757,2281107,ECRM13516_RS11605,head_tail adaptor protein,-
95,chrm,1594839,1595189,ECRM13516_RS08130,head_tail adaptor protein,+
95,chrm,3297896,3298246,ECRM13516_RS16845,head_tail adaptor protein,-
95,chrm,2731001,2731351,ECRM13516_RS14065,head_tail adaptor protein,-
96,chrm,1420672,1421118,ECRM13516_RS07155,hypothetical protein,+
96,chrm,2280314,2280760,ECRM13516_RS11600,hypothetical protein,-
96,chrm,3297453,3297899,ECRM13516_RS16840,hypothetical protein,-
96,chrm,2730558,2731004,ECRM13516_RS14060,hypothetical protein,-
96,chrm,1595186,1595632,ECRM13516_RS08135,hypothetical protein,+
97,chrm,1574296,1574484,ECRM13516_RS07980,cell division inhibitor,-
97,chrm,2461658,2461846,ECRM13516_RS12715,cell division inhibitor,+
97,chrm,1958410,1958598,ECRM13516_RS09950,cell division inhibitor,+
