Group,ID-1,Locus_Tag,Protein1,symbol,name Prot1,Annotation,start,end,strand,Origin,ID-2,Locus_tag,Protein2,symbol,name Prot2,Annotation,start,end,strand,Origin
1,lcl_NZ_CP006262.1_prot_WP_025380524.1_3201,ECRM13516_RS15660,WP_025380524.1,,transposase,,3047863,3049071,-,chrm
5,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001000406.1_2653,ECRM13516_RS12980,WP_001000406.1,,IS66 family transposase,,2515792,2517327,-,chrm,
6,lcl_NZ_CP006262.1_prot_WP_000612591.1_1189,ECRM13516_RS05910,WP_000612591.1,,IS66 family insertion sequence hypothetical protein,,1219981,1220328,-,chrm
6,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000612591.1_2809,ECRM13516_RS13715,WP_000612591.1,,IS66 family insertion sequence hypothetical protein,,2661164,2661511,-,chrm,
6,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000609174.1_5174,ECRM13516_RS25465,WP_000609174.1,,IS66 family insertion sequence hypothetical protein,,5032698,5033045,+,chrm,
6,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000612591.1_5510,ECRM13516_RS27110,WP_000612591.1,,IS66 family insertion sequence hypothetical protein,,5349112,5349459,-,chrm,
6,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000612591.1_1818,ECRM13516_RS08940,WP_000612591.1,,IS66 family insertion sequence hypothetical protein,,1763016,1763363,-,chrm,
6,,,,,,,,,,,lcl_NZ_CP006263.1_prot_WP_000612591.1_5685,ECRM13516_RS28020,WP_000612591.1,,IS66 family insertion sequence hypothetical protein,,94481,94828,-,chrm,
6,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380680.1_5324,ECRM13516_RS26205,WP_025380680.1,,IS66 family insertion sequence hypothetical protein,,5191878,5192225,-,chrm,
6,,,,,,,,,,,lcl_NZ_CP006263.1_prot_WP_000612632.1_5603,ECRM13516_RS27645,WP_000612632.1,,IS66 family insertion sequence hypothetical protein,,32355,32702,-,chrm,
6,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000609174.1_2654,ECRM13516_RS12985,WP_000609174.1,,IS66 family insertion sequence hypothetical protein,,2517377,2517724,-,chrm,
6,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000612591.1_5158,ECRM13516_RS25380,WP_000612591.1,,IS66 family insertion sequence hypothetical protein,,5017855,5018202,+,chrm,
7,lcl_NZ_CP006262.1_prot_WP_001171554.1_1190,ECRM13516_RS05915,WP_001171554.1,,IS66 family insertion sequence hypothetical protein,,1220325,1220705,-,chrm
7,,,,,,,,,,,lcl_NZ_CP006263.1_prot_WP_001171554.1_5604,ECRM13516_RS27650,WP_001171554.1,,IS66 family insertion sequence hypothetical protein,,32699,33079,-,chrm,
7,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001171554.1_1819,ECRM13516_RS08945,WP_001171554.1,,IS66 family insertion sequence hypothetical protein,,1763360,1763740,-,chrm,
7,,,,,,,,,,,lcl_NZ_CP006263.1_prot_WP_001171554.1_5686,ECRM13516_RS28025,WP_001171554.1,,IS66 family insertion sequence hypothetical protein,,94825,95205,-,chrm,
7,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001171554.1_5511,ECRM13516_RS27115,WP_001171554.1,,IS66 family insertion sequence hypothetical protein,,5349456,5349836,-,chrm,
7,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001171554.1_2810,ECRM13516_RS13720,WP_001171554.1,,IS66 family insertion sequence hypothetical protein,,2661508,2661888,-,chrm,
7,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001171554.1_5157,ECRM13516_RS25375,WP_001171554.1,,IS66 family insertion sequence hypothetical protein,,5017478,5017858,+,chrm,
8,lcl_NZ_CP006262.1_prot_WP_000422741.1_36,ECRM13516_RS00200,WP_000422741.1,,IS66 family insertion sequence hypothetical protein,,39358,39783,+,chrm
8,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000422741.1_2664,ECRM13516_RS13020,WP_000422741.1,,IS66 family insertion sequence hypothetical protein,,2523103,2523528,-,chrm,
8,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380665.1_5156,ECRM13516_RS25370,WP_025380665.1,,IS66 family insertion sequence hypothetical protein,,5016890,5017315,-,chrm,
8,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000422760.1_1279,ECRM13516_RS06335,WP_000422760.1,,IS66 family insertion sequence hypothetical protein,,1288060,1288485,+,chrm,
8,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000422741.1_1227,ECRM13516_RS06080,WP_000422741.1,,IS66 family insertion sequence hypothetical protein,,1241499,1241924,+,chrm,
8,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000422741.1_5378,ECRM13516_RS26445,WP_000422741.1,,IS66 family insertion sequence hypothetical protein,,5237980,5238405,+,chrm,
8,,,,,,,,,,,lcl_NZ_CP006263.1_prot_WP_000422741.1_5605,ECRM13516_RS27655,WP_000422741.1,,IS66 family insertion sequence hypothetical protein,,33242,33667,+,chrm,
8,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000422686.1_5344,ECRM13516_RS26300,WP_000422686.1,,IS66 family insertion sequence hypothetical protein,,5215563,5215988,+,chrm,
9,lcl_NZ_CP006262.1_prot_WP_000624722.1_37,ECRM13516_RS00205,WP_000624722.1,,IS66 family insertion sequence hypothetical protein,,39780,40130,+,chrm
9,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000624681.1_5345,ECRM13516_RS26305,WP_000624681.1,,IS66 family insertion sequence hypothetical protein,,5215985,5216335,+,chrm,
9,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000624701.1_1222,ECRM13516_RS06055,WP_000624701.1,,IS66 family insertion sequence hypothetical protein,,1237914,1238264,+,chrm,
9,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000624681.1_5155,ECRM13516_RS25365,WP_000624681.1,,IS66 family insertion sequence hypothetical protein,,5016543,5016893,-,chrm,
9,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000624722.1_5379,ECRM13516_RS26450,WP_000624722.1,,IS66 family insertion sequence hypothetical protein,,5238402,5238752,+,chrm,
9,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000624722.1_1228,ECRM13516_RS06085,WP_000624722.1,,IS66 family insertion sequence hypothetical protein,,1241921,1242271,+,chrm,
9,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000624722.1_2663,ECRM13516_RS13015,WP_000624722.1,,IS66 family insertion sequence hypothetical protein,,2522756,2523106,-,chrm,
9,,,,,,,,,,,lcl_NZ_CP006263.1_prot_WP_000624722.1_5606,ECRM13516_RS27660,WP_000624722.1,,IS66 family insertion sequence hypothetical protein,,33664,34014,+,chrm,
10,lcl_NZ_CP006262.1_prot_WP_025380220.1_38,ECRM13516_RS00210,WP_025380220.1,,IS66 family transposase,,40161,41774,+,chrm
10,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000080195.1_2662,ECRM13516_RS13010,WP_000080195.1,,IS66 family transposase ISEc23,,2521112,2522725,-,chrm,
10,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000088522.1_1223,ECRM13516_RS06060,WP_000088522.1,,IS66 family transposase IS682,,1238295,1239908,+,chrm,
10,,,,,,,,,,,lcl_NZ_CP006263.1_prot_WP_000080195.1_5607,ECRM13516_RS27665,WP_000080195.1,,IS66 family transposase ISEc23,,34045,35658,+,chrm,
10,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000080195.1_5380,ECRM13516_RS26455,WP_000080195.1,,IS66 family transposase ISEc23,,5238783,5240396,+,chrm,
10,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000080195.1_1229,ECRM13516_RS06090,WP_000080195.1,,IS66 family transposase ISEc23,,1242302,1243915,+,chrm,
11,lcl_NZ_CP006262.1_prot_WP_001358663.1_161,ECRM13516_RS00800,WP_001358663.1,,IS110 family transposase,,171747,172943,-,chrm
11,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001358663.1_3283,ECRM13516_RS16090,WP_001358663.1,,IS110 family transposase,,3132851,3134047,+,chrm,
11,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001358663.1_243,ECRM13516_RS01230,WP_001358663.1,,IS110 family transposase,,260607,261803,-,chrm,
11,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001358663.1_1644,ECRM13516_RS08085,WP_001358663.1,,IS110 family transposase,,1585623,1586819,-,chrm,
11,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380361.1_1762,ECRM13516_RS08660,WP_025380361.1,,IS110 family transposase,,1700480,1701676,+,chrm,
11,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001358663.1_1244,ECRM13516_RS06160,WP_001358663.1,,IS110 family transposase,,1256010,1257206,-,chrm,
12,lcl_NZ_CP006262.1_prot_WP_000804001.1_277,ECRM13516_RS01385,WP_000804001.1,,50S ribosomal protein L31 type B,,292618,292881,-,chrm
12,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000803992.1_1213,ECRM13516_RS06015,WP_000803992.1,,50S ribosomal protein L31,,1233057,1233320,+,chrm,
13,lcl_NZ_CP006262.1_prot_WP_000788866.1_764,ECRM13516_RS03805,WP_000788866.1,,Replication protein P,,799859,800560,+,chrm
13,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380557.1_3465,ECRM13516_RS16985,WP_025380557.1,,hypothetical protein,,3320285,3320986,-,chrm,
14,lcl_NZ_CP006262.1_prot_WP_000145931.1_765,ECRM13516_RS03810,WP_000145931.1,,protein ren,,800557,800847,+,chrm
14,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000145931.1_3464,ECRM13516_RS16980,WP_000145931.1,,protein ren,,3319998,3320288,-,chrm,
15,lcl_NZ_CP006262.1_prot_WP_077627910.1_766,ECRM13516_RS03815,WP_077627910.1,,recombination protein NinB,,800903,801361,+,chrm
15,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_077627910.1_3463,ECRM13516_RS16975,WP_077627910.1,,recombination protein NinB,,3319484,3319942,-,chrm,
16,lcl_NZ_CP006262.1_prot_WP_000153262.1_767,ECRM13516_RS03820,WP_000153262.1,,phage N_6_adenine_methyltransferase,,801358,801885,+,chrm
16,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380556.1_3462,ECRM13516_RS16970,WP_025380556.1,,phage N_6_adenine_methyltransferase,,3318960,3319487,-,chrm,
17,lcl_NZ_CP006262.1_prot_WP_001254222.1_768,ECRM13516_RS03825,WP_001254222.1,,NinE family protein,,801882,802064,+,chrm
17,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001254222.1_3461,ECRM13516_RS30035,WP_001254222.1,,NinE family protein,,3318781,3318963,-,chrm,
18,lcl_NZ_CP006262.1_prot_WP_001108081.1_770,ECRM13516_RS03835,WP_001108081.1,,endonuclease,,804886,805452,+,chrm
18,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001108081.1_3458,ECRM13516_RS16955,WP_001108081.1,,endonuclease,,3315394,3315960,-,chrm,
19,lcl_NZ_CP006262.1_prot_WP_025380270.1_771,ECRM13516_RS03840,WP_025380270.1,,protein ninG,,805427,806038,+,chrm
19,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380555.1_3457,ECRM13516_RS16950,WP_025380555.1,,protein ninG,,3314808,3315419,-,chrm,
20,lcl_NZ_CP006262.1_prot_WP_001028841.1_772,ECRM13516_RS03845,WP_001028841.1,,serine/threonine protein phosphatase,,806035,806700,+,chrm
20,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001028854.1_3456,ECRM13516_RS16945,WP_001028854.1,,serine/threonine protein phosphatase,,3314146,3314811,-,chrm,
21,lcl_NZ_CP006262.1_prot_WP_001299184.1_777,ECRM13516_RS03875,WP_001299184.1,,hypothetical protein,,809246,809962,+,chrm
21,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001299184.1_3454,ECRM13516_RS16935,WP_001299184.1,,hypothetical protein,,3312530,3313246,-,chrm,
22,lcl_NZ_CP006262.1_prot_WP_025380271.1_779,ECRM13516_RS03885,WP_025380271.1,,DUF1737 domain_containing protein,,810505,812355,+,chrm
22,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380554.1_3452,ECRM13516_RS16925,WP_025380554.1,,DUF1737 domain_containing protein,,3310132,3311985,-,chrm,
22,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380494.1_2896,ECRM13516_RS14160,WP_025380494.1,,DUF1737 domain_containing protein,,2743493,2745343,-,chrm,
22,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380333.1_1428,ECRM13516_RS07050,WP_025380333.1,,DUF1737 domain_containing protein,,1406758,1408608,+,chrm,
22,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000874348.1_1054,ECRM13516_RS05250,WP_000874348.1,,DUF1737 domain_containing protein,,1082889,1084739,+,chrm,
22,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380391.1_2009,ECRM13516_RS09825,WP_025380391.1,,9_O_acetyl_N_acetylneuraminic acid deacetylase,,1942600,1944453,-,chrm,
22,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380439.1_2570,ECRM13516_RS12575,WP_025380439.1,,9_O_acetyl_N_acetylneuraminic acid deacetylase,,2446124,2447974,-,chrm,
23,lcl_NZ_CP006262.1_prot_WP_000284517.1_780,ECRM13516_RS03890,WP_000284517.1,,holin,,812508,812723,+,chrm
23,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000284518.1_2569,ECRM13516_RS12570,WP_000284518.1,,holin,,2445756,2445971,-,chrm,
23,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000284518.1_2008,ECRM13516_RS09820,WP_000284518.1,,holin,,1942235,1942450,-,chrm,
23,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000284518.1_1055,ECRM13516_RS05255,WP_000284518.1,,holin,,1084892,1085107,+,chrm,
23,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000284510.1_2382,ECRM13516_RS11665,WP_000284510.1,,holin,,2291050,2291265,-,chrm,
23,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000411813.1_2894,ECRM13516_RS14155,WP_000411813.1,,holin,,2742994,2743200,-,chrm,
23,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000284517.1_3451,ECRM13516_RS16920,WP_000284517.1,,holin,,3309767,3309982,-,chrm,
23,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000411804.1_1430,ECRM13516_RS07060,WP_000411804.1,,holin,,1409058,1409264,+,chrm,
24,lcl_NZ_CP006262.1_prot_WP_000731241.1_781,ECRM13516_RS03895,WP_000731241.1,,DUF1327 domain_containing protein,,812728,813072,+,chrm
24,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000731241.1_1056,ECRM13516_RS05260,WP_000731241.1,,DUF1327 domain_containing protein,,1085112,1085456,+,chrm,
24,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000731192.1_2007,ECRM13516_RS09815,WP_000731192.1,,DUF1327 domain_containing protein,,1941886,1942230,-,chrm,
24,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000731241.1_2568,ECRM13516_RS12565,WP_000731241.1,,DUF1327 domain_containing protein,,2445407,2445751,-,chrm,
24,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000731241.1_3450,ECRM13516_RS16915,WP_000731241.1,,DUF1327 domain_containing protein,,3309418,3309762,-,chrm,
24,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_024216148.1_2893,ECRM13516_RS14150,WP_024216148.1,,DUF1327 domain_containing protein,,2742645,2742989,-,chrm,
25,lcl_NZ_CP006262.1_prot_WP_025380272.1_782,ECRM13516_RS03900,WP_025380272.1,,lysozyme,,813123,813656,+,chrm
25,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001003112.1_1434,ECRM13516_RS07075,WP_001003112.1,,lysozyme,,1409952,1410485,+,chrm,
25,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000992157.1_2006,ECRM13516_RS09810,WP_000992157.1,,lysozyme,,1941302,1941835,-,chrm,
25,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380493.1_2892,ECRM13516_RS14145,WP_025380493.1,,lysozyme,,2742061,2742594,-,chrm,
25,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000992146.1_2567,ECRM13516_RS12560,WP_000992146.1,,lysozyme,,2444823,2445356,-,chrm,
25,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380272.1_1057,ECRM13516_RS05265,WP_025380272.1,,lysozyme,,1085507,1086040,+,chrm,
25,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380424.1_2381,ECRM13516_RS11660,WP_025380424.1,,lysozyme,,2290512,2291045,-,chrm,
25,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000992148.1_3449,ECRM13516_RS16910,WP_000992148.1,,lysozyme,,3308834,3309367,-,chrm,
25,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001101174.1_5490,ECRM13516_RS27020,WP_001101174.1,,lysozyme,,5335852,5336385,+,chrm,
26,lcl_NZ_CP006262.1_prot_WP_000675931.1_783,ECRM13516_RS03905,WP_000675931.1,,hypothetical protein,,813877,813990,+,chrm
26,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000675931.1_1058,ECRM13516_RS05270,WP_000675931.1,,hypothetical protein,,1086261,1086374,+,chrm,
26,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000675931.1_2566,ECRM13516_RS12555,WP_000675931.1,,hypothetical protein,,2444488,2444601,-,chrm,
27,lcl_NZ_CP006262.1_prot_WP_012817784.1_784,ECRM13516_RS03910,WP_012817784.1,,lysis protein,,813992,814459,+,chrm
27,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380423.1_2380,ECRM13516_RS11655,WP_025380423.1,,lysis protein,,2289746,2290213,-,chrm,
27,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_077697878.1_2565,ECRM13516_RS31420,WP_077697878.1,,lysis protein,,2444019,2444486,-,chrm,
27,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380296.1_1059,ECRM13516_RS05275,WP_025380296.1,,lysis protein,,1086376,1086843,+,chrm,
27,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_023307894.1_2003,ECRM13516_RS09800,WP_023307894.1,,lysis protein,,1940345,1940812,-,chrm,
28,lcl_NZ_CP006262.1_prot_WP_001299324.1_785,ECRM13516_RS03915,WP_001299324.1,,hypothetical protein,,814542,814682,+,chrm
28,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001299324.1_1060,ECRM13516_RS29045,WP_001299324.1,,hypothetical protein,,1086926,1087066,+,chrm,
28,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001299324.1_2564,ECRM13516_RS29675,WP_001299324.1,,hypothetical protein,,2443796,2443936,-,chrm,
28,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001096930.1_2002,ECRM13516_RS29455,WP_001096930.1,,hypothetical protein,,1940122,1940262,-,chrm,
29,lcl_NZ_CP006262.1_prot_WP_001303878.1_786,ECRM13516_RS03920,WP_001303878.1,,PerC family transcriptional regulator,,814925,815239,+,chrm
29,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001303878.1_2563,ECRM13516_RS12545,WP_001303878.1,,PerC family transcriptional regulator,,2443239,2443553,-,chrm,
29,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001303878.1_1061,ECRM13516_RS05280,WP_001303878.1,,PerC family transcriptional regulator,,1087309,1087623,+,chrm,
29,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001303878.1_2001,ECRM13516_RS09795,WP_001303878.1,,PerC family transcriptional regulator,,1939565,1939879,-,chrm,
30,lcl_NZ_CP006262.1_prot_WP_001300236.1_787,ECRM13516_RS03925,WP_001300236.1,,DUF3950 domain_containing protein,,815321,815545,-,chrm
30,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001300236.1_2000,ECRM13516_RS29450,WP_001300236.1,,DUF3950 domain_containing protein,,1939259,1939483,+,chrm,
30,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001300236.1_2562,ECRM13516_RS29670,WP_001300236.1,,DUF3950 domain_containing protein,,2442933,2443157,+,chrm,
30,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001300236.1_1062,ECRM13516_RS29050,WP_001300236.1,,DUF3950 domain_containing protein,,1087705,1087929,-,chrm,
31,lcl_NZ_CP006262.1_prot_WP_000235436.1_788,ECRM13516_RS03935,WP_000235436.1,,terminase,,815940,816449,+,chrm
31,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000235436.1_2561,ECRM13516_RS12540,WP_000235436.1,,terminase,,2442029,2442538,-,chrm,
31,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000235436.1_1063,ECRM13516_RS05285,WP_000235436.1,,terminase,,1088324,1088833,+,chrm,
32,lcl_NZ_CP006262.1_prot_WP_012816790.1_789,ECRM13516_RS03940,WP_012816790.1,,phage terminase large subunit family protein,,816421,818349,+,chrm
32,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_012816790.1_2560,ECRM13516_RS12535,WP_012816790.1,,phage terminase large subunit family protein,,2440129,2442057,-,chrm,
32,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_012816790.1_1064,ECRM13516_RS05290,WP_012816790.1,,phage terminase large subunit family protein,,1088805,1090733,+,chrm,
33,lcl_NZ_CP006262.1_prot_WP_000259002.1_790,ECRM13516_RS03945,WP_000259002.1,,head_tail joining protein,,818333,818539,+,chrm
33,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000259002.1_1065,ECRM13516_RS05295,WP_000259002.1,,head_tail joining protein,,1090717,1090923,+,chrm,
33,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000259002.1_2559,ECRM13516_RS12530,WP_000259002.1,,head_tail joining protein,,2439939,2440145,-,chrm,
34,lcl_NZ_CP006262.1_prot_WP_025380273.1_791,ECRM13516_RS03950,WP_025380273.1,,phage portal protein,,818536,820128,+,chrm
34,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380273.1_2558,ECRM13516_RS12525,WP_025380273.1,,phage portal protein,,2438350,2439942,-,chrm,
34,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380297.1_1066,ECRM13516_RS05300,WP_025380297.1,,phage portal protein,,1090920,1092512,+,chrm,
35,lcl_NZ_CP006262.1_prot_WP_025380274.1_792,ECRM13516_RS03955,WP_025380274.1,,S49 family peptidase,,820118,821623,+,chrm
35,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_025380298.1_1067,ECRM13516_RS05305,WP_025380298.1,,scaffolding protein,,1092502,1094007,+,chrm,
35,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_001253961.1_2557,ECRM13516_RS12520,WP_001253961.1,,S49 family peptidase,,2436855,2438360,-,chrm,
36,lcl_NZ_CP006262.1_prot_WP_000256821.1_793,ECRM13516_RS03960,WP_000256821.1,,head decoration protein,,821660,822007,+,chrm
36,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000256809.1_2556,ECRM13516_RS12515,WP_000256809.1,,head decoration protein,,2436471,2436818,-,chrm,
36,,,,,,,,,,,lcl_NZ_CP006262.1_prot_WP_000256809.1_1068,ECRM13516_RS05310,WP_000256809.1,,head decoration protein,,1094044,1094391,+,chrm,
37,lcl_NZ_CP006262.1_prot_WP_000522623.1_794,ECRM13516_RS03965,WP_000522623.1,,minor capsid protein E,,822065,823093,+,chrm
