Group,ID-1,Locus_Tag,Protein1,symbol,name Prot1,Annotation,start,end,strand,Origin,ID-2,Locus_tag,Protein2,symbol,name Prot2,Annotation,start,end,strand,Origin
1,lcl_NZ_AYEK01000001.1_prot_WP_001300563.1_15,P370_RS0100080,WP_001300563.1,,IS4 family transposase,,15445,16557,+,chrm
5,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_001310555.1_2133,P370_RS0109990,WP_001310555.1,,IS5_like element IS5 family transposase,,2063554,2064570,-,chrm,
5,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_010723085.1_3700,P370_RS0117575,WP_010723085.1,,IS5_like element IS5 family transposase,,3649430,3650446,-,chrm,
5,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_010723085.1_2351,P370_RS0110995,WP_010723085.1,,IS5_like element IS5 family transposase,,2286312,2287328,-,chrm,
5,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000019448.1_1467,P370_RS0106880,WP_000019448.1,,IS5_like element ISKpn26 family transposase,,1425771,1426751,-,chrm,
5,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_010723085.1_583,P370_RS0102745,WP_010723085.1,,IS5_like element IS5 family transposase,,573961,574977,-,chrm,
5,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_010723085.1_3400,P370_RS0116135,WP_010723085.1,,IS5_like element IS5 family transposase,,3362949,3363965,-,chrm,
5,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_010723085.1_707,P370_RS0103280,WP_010723085.1,,IS5_like element IS5 family transposase,,687221,688237,-,chrm,
5,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_010723085.1_2175,P370_RS0110180,WP_010723085.1,,IS5_like element IS5 family transposase,,2099144,2100160,-,chrm,
5,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_010723085.1_1422,P370_RS0106695,WP_010723085.1,,IS5_like element IS5 family transposase,,1394101,1395117,+,chrm,
6,lcl_NZ_AYEK01000001.1_prot_WP_001281825.1_281,P370_RS0101350,WP_001281825.1,,ornithine carbamoyltransferase chain F,,288525,289529,-,chrm
6,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000012931.1_4484,P370_RS0121440,WP_000012931.1,,ornithine carbamoyltransferase chain I,,4474575,4475579,-,chrm,
7,lcl_NZ_AYEK01000001.1_prot_WP_000839596.1_586,P370_RS0102755,WP_000839596.1,,lysis protein S,,576622,576837,+,chrm
7,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000839590.1_1673,P370_RS0107810,WP_000839590.1,,lysis protein S,,1638395,1638610,-,chrm,
8,lcl_NZ_AYEK01000001.1_prot_WP_000453566.1_595,P370_RS0102785,WP_000453566.1,,DNA_packaging protein NU1,,580058,580603,+,chrm
8,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000453612.1_1663,P370_RS0107775,WP_000453612.1,,protein convertase,,1633823,1634392,-,chrm,
9,lcl_NZ_AYEK01000001.1_prot_WP_000015200.1_745,P370_RS0103490,WP_000015200.1,,RHS element protein,,728807,733000,+,chrm
9,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000015298.1_3672,P370_RS0117440,WP_000015298.1,,RHS element protein,,3616440,3620675,+,chrm,
9,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000015300.1_3802,P370_RS0118060,WP_000015300.1,,RHS element protein RhsA,,3759431,3763564,+,chrm,
10,lcl_NZ_AYEK01000001.1_prot_WP_014639858.1_750,P370_RS0103520,WP_014639858.1,,ISAs1 family transposase,,736124,737185,+,chrm
10,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000420980.1_3675,P370_RS0117455,WP_000420980.1,,ISAs1 family transposase ISEc1,,3621626,3622762,+,chrm,
10,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000421020.1_1568,P370_RS0107325,WP_000421020.1,,ISAs1 family transposase ISEc5,,1529841,1530977,+,chrm,
11,lcl_NZ_AYEK01000001.1_prot_WP_000213098.1_947,P370_RS0104485,WP_000213098.1,,dimethyl sulfoxide reductase subunit B,,942638,943255,+,chrm
11,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000213028.1_1709,P370_RS0107965,WP_000213028.1,,dimethylsulfoxide reductase,,1661015,1661632,+,chrm,
12,lcl_NZ_AYEK01000001.1_prot_WP_000807651.1_1340,P370_RS0106310,WP_000807651.1,,hypothetical protein,,1313881,1314060,-,chrm
12,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_001273658.1_1064,P370_RS0105040,WP_001273658.1,,KGG family protein,,1067305,1067478,+,chrm,
13,lcl_NZ_AYEK01000001.1_prot_WP_000170955.1_1294,P370_RS01000000122725,WP_000170955.1,,small toxic polypeptide LdrA/LdrC,,1268392,1268499,-,chrm
13,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000170955.1_1298,P370_RS01000000122735,WP_000170955.1,,small toxic polypeptide LdrA/LdrC,,1269462,1269569,-,chrm,
13,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000170963.1_1296,P370_RS01000000122730,WP_000170963.1,,small toxic polypeptide LdrB,,1268927,1269034,-,chrm,
14,lcl_NZ_AYEK01000001.1_prot_WP_001329352.1_1295,P370_RS1000000124645,WP_001329352.1,,hypothetical protein,,1268540,1268725,+,chrm
14,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_071525568.1_1297,P370_RS1000000124650,WP_071525568.1,,hypothetical protein,,1269063,1269260,+,chrm,
15,lcl_NZ_AYEK01000001.1_prot_WP_001169151.1_1450,P370_RS1000000123955,WP_001169151.1,,DUF1391 domain_containing protein,,1417181,1417336,-,chrm
15,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000379575.1_1689,P370_RS01000000122995,WP_000379575.1,,DUF1391 domain_containing protein,,1646533,1646688,+,chrm,
16,lcl_NZ_AYEK01000001.1_prot_WP_001698950.1_1470,P370_RS0106895,WP_001698950.1,,tail fiber assembly protein,,1430436,1431011,+,chrm
16,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000885611.1_1661,P370_RS0107765,WP_000885611.1,,tail fiber assembly protein,,1632335,1632910,-,chrm,
17,lcl_NZ_AYEK01000001.1_prot_WP_000086527.1_1471,P370_RS0106900,WP_000086527.1,,Rac prophage; site_specific recombinase,,1431109,1431699,-,chrm
17,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000078177.1_1660,P370_RS0107760,WP_000078177.1,,Qin prophage; site_specific recombinase,,1631647,1632237,+,chrm,
18,lcl_NZ_AYEK01000001.1_prot_WP_000836770.1_1472,P370_RS0106905,WP_000836770.1,,hypothetical protein,,1432016,1432249,-,chrm
18,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000836768.1_1659,P370_RS0107755,WP_000836768.1,,hypothetical protein,,1631097,1631330,+,chrm,
19,lcl_NZ_AYEK01000001.1_prot_WP_000358930.1_1602,P370_RS0107505,WP_000358930.1,,glutamate decarboxylase beta,,1568670,1570070,-,chrm
19,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000372240.1_3716,P370_RS0117645,WP_000372240.1,,glutamate decarboxylase alpha,,3663428,3664828,-,chrm,
20,lcl_NZ_AYEK01000001.1_prot_WP_000066639.1_1735,P370_RS0108085,WP_000066639.1,,fumarate hydratase class I; aerobic,,1684756,1686402,-,chrm
20,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000066707.1_4349,P370_RS0120790,WP_000066707.1,,fumarate hydratase class I; anaerobic,,4342948,4344594,-,chrm,
21,lcl_NZ_AYEK01000001.1_prot_WP_000382966.1_2317,P370_RS0110840,WP_000382966.1,,nucleoside permease NupX,,2250142,2251392,-,chrm
21,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000353878.1_2320,P370_RS0110855,WP_000353878.1,,NupC/NupG family nucleoside CNT transporter,,2253332,2254582,-,chrm,
22,lcl_NZ_AYEK01000001.1_prot_WP_000003071.1_3059,P370_RS0114510,WP_000003071.1,,lysine__tRNA ligase,,3030904,3032421,-,chrm
22,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_001295074.1_4359,P370_RS0120830,WP_001295074.1,,lysine__tRNA ligase heat inducible,,4350468,4351985,-,chrm,
23,lcl_NZ_AYEK01000001.1_prot_WP_000031783.1_3521,P370_RS0116740,WP_000031783.1,,translation elongation factor EF_Tu 1,,3467392,3468576,-,chrm
23,,,,,,,,,,,lcl_NZ_AYEK01000001.1_prot_WP_000031784.1_4189,P370_RS0120035,WP_000031784.1,,translation elongation factor EF_Tu 2,,4173212,4174396,+,chrm,
