#taxa	Query_Protein	Subject_Proteins
GCA_008330605.1_DMEA02	lcl_NZ_CP013995.1_prot_2872	lcl_NZ_CP043485.1_prot_WP_002295613.1_2517
GCA_008330605.1_DMEA02	lcl_NZ_CP013995.1_prot_WP_002303313.1_3082	lcl_NZ_CP043485.1_prot_WP_149484518.1_2510
GCA_008330605.1_DMEA02	lcl_NZ_CP013994.1_prot_WP_000222572.1_115	lcl_NZ_CP043485.1_prot_WP_149484508.1_2458,lcl_NZ_CP043485.1_prot_WP_002290567.1_2593
GCA_008330605.1_DMEA02	lcl_NZ_CP013994.1_prot_WP_002289111.1_1454	lcl_NZ_CP043484.1_prot_WP_002329139.1_1463,lcl_NZ_CP043484.1_prot_WP_002329110.1_1549
GCA_008330605.1_DMEA02	lcl_NZ_CP013994.1_prot_WP_002296334.1_951	lcl_NZ_CP043484.1_prot_WP_002329365.1_1018
GCA_008330605.1_DMEA02	lcl_NZ_CP013994.1_prot_WP_002287732.1_2123	lcl_NZ_CP043485.1_prot_WP_010725625.1_2454
GCA_008330605.1_DMEA02	lcl_NZ_CP013995.1_prot_WP_002292678.1_2997	lcl_NZ_CP043485.1_prot_WP_002292678.1_2464
GCA_008330605.1_DMEA02	lcl_NZ_CP013994.1_prot_WP_002297633.1_944	lcl_NZ_CP043484.1_prot_WP_002329372.1_1012
GCA_008330605.1_DMEA02	lcl_NZ_CP013994.1_prot_WP_002286604.1_1864	lcl_NZ_CP043484.1_prot_WP_002286604.1_1823,lcl_NZ_CP043484.1_prot_WP_002292496.1_311
GCA_008330605.1_DMEA02	lcl_NZ_CP013995.1_prot_WP_002305050.1_2871	lcl_NZ_CP043485.1_prot_WP_149484521.1_2515
GCA_008330605.1_DMEA02	lcl_NZ_CP013994.1_prot_WP_002287776.1_946	lcl_NZ_CP043484.1_prot_WP_002329369.1_1014
GCA_008330605.1_DMEA02	lcl_NZ_CP013994.1_prot_WP_000997695.1_113	lcl_NZ_CP043484.1_prot_WP_142658507.1_265,lcl_NZ_CP043485.1_prot_WP_002329891.1_2539
GCA_008330605.1_DMEA02	lcl_NZ_CP013995.1_prot_WP_002324499.1_2868	lcl_NZ_CP043485.1_prot_WP_053812808.1_2513
GCA_008330605.1_DMEA02	lcl_NZ_CP013994.1_prot_WP_002288644.1_24	lcl_NZ_CP043484.1_prot_WP_002288644.1_34
GCA_008330605.1_DMEA02	lcl_NZ_CP013994.1_prot_WP_002303016.1_1841	lcl_NZ_CP043484.1_prot_WP_047927227.1_918
GCA_008330605.1_DMEA02	lcl_NZ_CP013995.1_prot_WP_002299575.1_3067	lcl_NZ_CP043485.1_prot_WP_149484511.1_2486
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002296371.1_3098	lcl_NZ_LR135395.1_prot_WP_014401499.1_2928
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002296606.1_815	lcl_NZ_LR135394.1_prot_WP_127821102.1_1800,lcl_NZ_LR135394.1_prot_WP_002301517.1_821
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_000997695.1_113	lcl_NZ_LR135394.1_prot_WP_000997695.1_2094,lcl_NZ_LR135394.1_prot_WP_000997695.1_1153,lcl_NZ_LR135394.1_prot_WP_000997695.1_1858,lcl_NZ_LR135394.1_prot_WP_000997695.1_1754,lcl_NZ_LR135394.1_prot_WP_000997695.1_1431,lcl_NZ_LR135395.1_prot_WP_002346943.1_2989,lcl_NZ_LR135394.1_prot_WP_000997695.1_1529,lcl_NZ_LR135394.1_prot_WP_000997695.1_1865,lcl_NZ_LR135394.1_prot_WP_000997695.1_1483,lcl_NZ_LR135394.1_prot_WP_000997695.1_134,lcl_NZ_LR135394.1_prot_WP_000997695.1_920,lcl_NZ_LR135394.1_prot_WP_000997695.1_1855,lcl_NZ_LR135394.1_prot_WP_000997695.1_2040
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_010729638.1_2121	lcl_NZ_LR135394.1_prot_WP_002330871.1_572
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002302753.1_522	lcl_NZ_LR135394.1_prot_WP_111994847.1_853,lcl_NZ_LR135394.1_prot_WP_060797528.1_1759
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_059355915.1_854	lcl_NZ_LR135394.1_prot_WP_002286924.1_1935,lcl_NZ_LR135394.1_prot_WP_010729285.1_2783
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002326876.1_3104	lcl_NZ_LR135395.1_prot_WP_002297506.1_2924
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002297404.1_205	lcl_NZ_LR135394.1_prot_WP_002287107.1_2298,lcl_NZ_LR135394.1_prot_WP_002287107.1_2733,lcl_NZ_LR135394.1_prot_WP_002287107.1_1030,lcl_NZ_LR135394.1_prot_WP_002287107.1_1517,lcl_NZ_LR135395.1_prot_WP_002287107.1_2936,lcl_NZ_LR135394.1_prot_WP_002287107.1_1963
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002305801.1_3087	lcl_NZ_LR135395.1_prot_WP_010733686.1_2937
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_010782560.1_736	lcl_NZ_LR135394.1_prot_WP_002324287.1_1279,lcl_NZ_LR135394.1_prot_WP_127822612.1_2017,lcl_NZ_LR135396.1_prot_WP_002324287.1_3225
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002297365.1_856	lcl_NZ_LR135394.1_prot_WP_002286926.1_1932,lcl_NZ_LR135394.1_prot_WP_002297365.1_2785
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_059355956.1_3107	lcl_NZ_LR135395.1_prot_WP_048946525.1_2921
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002313123.1_2859	lcl_NZ_LR135395.1_prot_WP_010733685.1_2938
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002319918.1_517	lcl_NZ_LR135394.1_prot_WP_002298034.1_2610
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_2854	lcl_NZ_LR135395.1_prot_WP_002305032.1_2934
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002303476.1_1807	lcl_NZ_LR135394.1_prot_WP_002318262.1_2606,lcl_NZ_LR135394.1_prot_WP_010725660.1_1761
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002302875.1_3118	lcl_NZ_LR135395.1_prot_WP_002330606.1_2912
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002299190.1_898	lcl_NZ_LR135395.1_prot_WP_002296127.1_3039,lcl_NZ_LR135394.1_prot_WP_002296127.1_2692,lcl_NZ_LR135394.1_prot_WP_002296127.1_1891
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002296623.1_244	lcl_NZ_LR135394.1_prot_WP_002296623.1_1395,lcl_NZ_LR135395.1_prot_WP_002296623.1_3125,lcl_NZ_LR135394.1_prot_WP_002296623.1_1458,lcl_NZ_LR135394.1_prot_WP_060809400.1_916,lcl_NZ_LR135394.1_prot_WP_002296623.1_2475,lcl_NZ_LR135394.1_prot_WP_002296623.1_2229,lcl_NZ_LR135394.1_prot_WP_002296623.1_1954,lcl_NZ_LR135394.1_prot_WP_002296623.1_1854
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002299573.1_3068	lcl_NZ_LR135395.1_prot_WP_002299573.1_2954
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002297366.1_855	lcl_NZ_LR135394.1_prot_WP_002286925.1_1933,lcl_NZ_LR135394.1_prot_WP_002297366.1_2784
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002300851.1_3076	lcl_NZ_LR135395.1_prot_WP_002332738.1_2946
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002328880.1_2888	lcl_NZ_LR135395.1_prot_WP_002318230.1_2952,lcl_NZ_LR135395.1_prot_WP_002351514.1_3082
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002347126.1_1238	lcl_NZ_LR135394.1_prot_WP_002312603.1_2193,lcl_NZ_LR135395.1_prot_WP_077974472.1_3060,lcl_NZ_LR135394.1_prot_WP_002312603.1_1834,lcl_NZ_LR135394.1_prot_WP_073466279.1_1752
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002299575.1_3067	lcl_NZ_LR135395.1_prot_WP_002299575.1_2955
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002285758.1_896	lcl_NZ_LR135395.1_prot_WP_002285758.1_3037,lcl_NZ_LR135394.1_prot_WP_002285758.1_1893,lcl_NZ_LR135394.1_prot_WP_002285758.1_2694,lcl_NZ_LR135395.1_prot_WP_002285758.1_2997
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002286553.1_1844	lcl_NZ_LR135394.1_prot_WP_010729720.1_1804,lcl_NZ_LR135394.1_prot_WP_111994830.1_817
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_2436	lcl_NZ_LR135394.1_prot_127
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_2872	lcl_NZ_LR135395.1_prot_WP_002305761.1_2949
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002292418.1_2920	lcl_NZ_LR135395.1_prot_WP_002305879.1_2957
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_059355953.1_3097	lcl_NZ_LR135395.1_prot_WP_048946527.1_2929
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002303313.1_3082	lcl_NZ_LR135395.1_prot_WP_048946612.1_2942
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002288938.1_867	lcl_NZ_LR135394.1_prot_WP_002288938.1_1920,lcl_NZ_LR135394.1_prot_WP_002297349.1_2797
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002292678.1_2997	lcl_NZ_LR135395.1_prot_WP_002292678.1_3134
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002286604.1_1864	lcl_NZ_LR135394.1_prot_WP_002287579.1_293,lcl_NZ_LR135394.1_prot_WP_002286604.1_798
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002297218.1_359	lcl_NZ_LR135394.1_prot_WP_002297185.1_661,lcl_NZ_LR135394.1_prot_WP_002297218.1_979,lcl_NZ_LR135394.1_prot_WP_002297185.1_1300,lcl_NZ_LR135394.1_prot_WP_002297218.1_2523,lcl_NZ_LR135394.1_prot_WP_002297218.1_893,lcl_NZ_LR135394.1_prot_WP_002297185.1_1532,lcl_NZ_LR135394.1_prot_WP_002297185.1_2721,lcl_NZ_LR135394.1_prot_WP_002297185.1_1158,lcl_NZ_LR135394.1_prot_WP_002297185.1_1961,lcl_NZ_LR135394.1_prot_WP_002297218.1_1258,lcl_NZ_LR135394.1_prot_WP_002297218.1_1316,lcl_NZ_LR135394.1_prot_WP_002297218.1_2251,lcl_NZ_LR135394.1_prot_WP_002297185.1_1448,lcl_NZ_LR135394.1_prot_WP_002297218.1_988,lcl_NZ_LR135394.1_prot_WP_002297185.1_1845,lcl_NZ_LR135394.1_prot_WP_002297218.1_1312,lcl_NZ_LR135394.1_prot_WP_002297185.1_999,lcl_NZ_LR135394.1_prot_WP_002297218.1_2130,lcl_NZ_LR135394.1_prot_WP_002297185.1_1979,lcl_NZ_LR135394.1_prot_WP_002297218.1_229,lcl_NZ_LR135394.1_prot_WP_002297218.1_95,lcl_NZ_LR135394.1_prot_WP_002297185.1_2660,lcl_NZ_LR135394.1_prot_WP_002297218.1_1844,lcl_NZ_LR135394.1_prot_WP_002297185.1_1490,lcl_NZ_LR135395.1_prot_3051,lcl_NZ_LR135395.1_prot_WP_002297218.1_2961
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_025477679.1_525	lcl_NZ_LR135394.1_prot_WP_002286680.1_860,lcl_NZ_LR135394.1_prot_WP_060809380.1_1757,lcl_NZ_LR135394.1_prot_WP_002337498.1_2597,lcl_NZ_LR135394.1_prot_WP_002302293.1_1853
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002322479.1_2856	lcl_NZ_LR135395.1_prot_WP_002302840.1_2935
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002289111.1_1454	lcl_NZ_LR135394.1_prot_WP_002289111.1_1243,lcl_NZ_LR135394.1_prot_WP_002326685.1_1145
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002299885.1_3122	lcl_NZ_LR135395.1_prot_WP_002299885.1_2910
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_086956687.1_457	lcl_NZ_LR135394.1_prot_WP_086956687.1_2263,lcl_NZ_LR135395.1_prot_WP_086956687.1_2985,lcl_NZ_LR135395.1_prot_WP_126355944.1_3111,lcl_NZ_LR135395.1_prot_WP_086956687.1_2908,lcl_NZ_LR135395.1_prot_WP_086956687.1_2972
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002288644.1_24	lcl_NZ_LR135394.1_prot_WP_002322279.1_2825,lcl_NZ_LR135394.1_prot_WP_002288644.1_24
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002287775.1_945	lcl_NZ_LR135394.1_prot_WP_002287775.1_1830
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_059355913.1_707	lcl_NZ_LR135394.1_prot_2818
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002354485.1_1438	lcl_NZ_LR135395.1_prot_WP_002354485.1_2999,lcl_NZ_LR135396.1_prot_WP_011799058.1_3204,lcl_NZ_LR135395.1_prot_WP_086322086.1_2956,lcl_NZ_LR135396.1_prot_WP_011799058.1_3226,lcl_NZ_LR135394.1_prot_WP_002354485.1_2174,lcl_NZ_LR135394.1_prot_WP_002354485.1_2185,lcl_NZ_LR135394.1_prot_WP_002354485.1_128,lcl_NZ_LR135395.1_prot_3136,lcl_NZ_LR135394.1_prot_WP_002354485.1_2190,lcl_NZ_LR135395.1_prot_WP_002325565.1_3020
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002291278.1_1236	lcl_NZ_LR135394.1_prot_WP_002290686.1_1464,lcl_NZ_LR135394.1_prot_WP_002291278.1_1472
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_000222572.1_115	lcl_NZ_LR135394.1_prot_WP_002343922.1_1908,lcl_NZ_LR135394.1_prot_WP_002287760.1_1828,lcl_NZ_LR135394.1_prot_WP_000222572.1_698,lcl_NZ_LR135395.1_prot_WP_000222572.1_3146,lcl_NZ_LR135394.1_prot_WP_000222572.1_2422,lcl_NZ_LR135394.1_prot_WP_000222572.1_1027,lcl_NZ_LR135394.1_prot_WP_000222572.1_918,lcl_NZ_LR135394.1_prot_WP_002287760.1_1673,lcl_NZ_LR135394.1_prot_WP_002326066.1_1294,lcl_NZ_LR135394.1_prot_WP_000222572.1_1352,lcl_NZ_LR135395.1_prot_WP_085807902.1_3079,lcl_NZ_LR135395.1_prot_WP_000222572.1_2979,lcl_NZ_LR135394.1_prot_WP_000222572.1_2230,lcl_NZ_LR135394.1_prot_WP_000222572.1_1530,lcl_NZ_LR135394.1_prot_WP_000222572.1_136,lcl_NZ_LR135394.1_prot_WP_002337813.1_2015
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002296379.1_2853	lcl_NZ_LR135395.1_prot_WP_048946531.1_2933
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002332773.1_515	lcl_NZ_LR135394.1_prot_WP_048946725.1_2612
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002289057.1_874	lcl_NZ_LR135394.1_prot_WP_002297346.1_2800,lcl_NZ_LR135394.1_prot_WP_002289057.1_1914
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002292680.1_2995	lcl_NZ_LR135395.1_prot_WP_048946720.1_3132
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002296337.1_948	lcl_NZ_LR135394.1_prot_WP_002296337.1_1827
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_059355955.1_3106	lcl_NZ_LR135395.1_prot_WP_002321281.1_2922
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002303285.1_494	lcl_NZ_LR135394.1_prot_WP_060809368.1_1791,lcl_NZ_LR135394.1_prot_WP_048946598.1_2634,lcl_NZ_LR135394.1_prot_WP_060809368.1_829
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002311649.1_857	lcl_NZ_LR135394.1_prot_WP_002311649.1_2786
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002353637.1_852	lcl_NZ_LR135394.1_prot_WP_049052232.1_2596
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002305703.1_862	lcl_NZ_LR135394.1_prot_WP_002317225.1_2793
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002296840.1_871	lcl_NZ_LR135394.1_prot_WP_002296840.1_2409,lcl_NZ_LR135394.1_prot_WP_002296840.1_1918,lcl_NZ_LR135394.1_prot_WP_002296840.1_1959,lcl_NZ_LR135394.1_prot_WP_002296840.1_1882,lcl_NZ_LR135395.1_prot_WP_002296840.1_3139
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_059355958.1_3109	lcl_NZ_LR135395.1_prot_WP_002305229.1_2919
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002298822.1_863	lcl_NZ_LR135394.1_prot_WP_033658092.1_2795,lcl_NZ_LR135394.1_prot_WP_033657400.1_1924
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002311774.1_943	lcl_NZ_LR135394.1_prot_WP_002311774.1_1832,lcl_NZ_LR135394.1_prot_WP_002297179.1_2018,lcl_NZ_LR135394.1_prot_WP_002301399.1_1394
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002297633.1_944	lcl_NZ_LR135394.1_prot_WP_002297633.1_1831
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002319817.1_2839	lcl_NZ_LR135395.1_prot_WP_111944786.1_3098,lcl_NZ_LR135395.1_prot_WP_002319817.1_3011,lcl_NZ_LR135395.1_prot_WP_060797506.1_3081,lcl_NZ_LR135395.1_prot_3162,lcl_NZ_LR135395.1_prot_WP_002319817.1_3006,lcl_NZ_LR135395.1_prot_WP_002340533.1_3093
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002287659.1_897	lcl_NZ_LR135395.1_prot_WP_127821104.1_2998,lcl_NZ_LR135395.1_prot_WP_002287659.1_3038,lcl_NZ_LR135394.1_prot_WP_002287659.1_2693,lcl_NZ_LR135394.1_prot_WP_002287659.1_1892
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_059355916.1_858	lcl_NZ_LR135394.1_prot_WP_010729284.1_2787,lcl_NZ_LR135394.1_prot_WP_111994862.1_1930
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002286934.1_861	lcl_NZ_LR135394.1_prot_WP_002297353.1_2792,lcl_NZ_LR135394.1_prot_WP_002305523.1_1927
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002323589.1_3197	lcl_NZ_LR135398.1_prot_WP_069722873.1_3262,lcl_NZ_LR135394.1_prot_WP_069722873.1_257,lcl_NZ_LR135394.1_prot_WP_069722873.1_1616,lcl_NZ_LR135395.1_prot_WP_069722873.1_3148,lcl_NZ_LR135394.1_prot_WP_069722873.1_100,lcl_NZ_LR135395.1_prot_WP_002343836.1_3076,lcl_NZ_LR135395.1_prot_WP_002330559.1_2907,lcl_NZ_LR135394.1_prot_WP_069722873.1_392
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002296334.1_951	lcl_NZ_LR135394.1_prot_WP_002296334.1_1824
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002296365.1_3099	lcl_NZ_LR135395.1_prot_WP_002302853.1_2927
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002332429.1_845	lcl_NZ_LR135394.1_prot_WP_111994866.1_1763
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_949	lcl_NZ_LR135394.1_prot_WP_002296336.1_1826
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002303016.1_1841	lcl_NZ_LR135394.1_prot_WP_127821101.1_1799,lcl_NZ_LR135394.1_prot_WP_111994834.1_822
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002296332.1_952	lcl_NZ_LR135394.1_prot_WP_002296332.1_1823
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002287776.1_946	lcl_NZ_LR135394.1_prot_WP_002287776.1_1829
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_059355957.1_3108	lcl_NZ_LR135395.1_prot_WP_002295662.1_2920
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002296335.1_950	lcl_NZ_LR135394.1_prot_WP_002296335.1_1825
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_010729268.1_2755	lcl_NZ_LR135394.1_prot_WP_010729268.1_2842
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002310954.1_3125	lcl_NZ_LR135395.1_prot_WP_002332265.1_2904
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002303486.1_2860	lcl_NZ_LR135395.1_prot_WP_048946614.1_2939
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002302873.1_3117	lcl_NZ_LR135395.1_prot_WP_048946524.1_2913
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002326704.1_942	lcl_NZ_LR135394.1_prot_WP_010726792.1_2037,lcl_NZ_LR135394.1_prot_WP_002295743.1_2441
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_106914055.1_162	lcl_NZ_LR135394.1_prot_WP_086953915.1_324,lcl_NZ_LR135395.1_prot_WP_086953915.1_2986,lcl_NZ_LR135396.1_prot_WP_086953915.1_3194,lcl_NZ_LR135394.1_prot_WP_086953915.1_188,lcl_NZ_LR135394.1_prot_WP_086953915.1_1647,lcl_NZ_LR135394.1_prot_WP_086953915.1_865
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002347378.1_518	lcl_NZ_LR135394.1_prot_WP_002305897.1_2609
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002321282.1_3105	lcl_NZ_LR135395.1_prot_WP_048946526.1_2923
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002305050.1_2871	lcl_NZ_LR135395.1_prot_WP_002332739.1_2947
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002303350.1_573	lcl_NZ_LR135395.1_prot_WP_002305939.1_3074
GCA_900639605.1_E8290	lcl_NZ_CP013994.1_prot_WP_002287732.1_2123	lcl_NZ_LR135394.1_prot_WP_002347316.1_570
GCA_900639605.1_E8290	lcl_NZ_CP013995.1_prot_WP_002313112.1_3103	lcl_NZ_LR135395.1_prot_WP_002313112.1_2925
