Group,ID-1,Locus_Tag,Protein1,symbol,name Prot1,Annotation,start,end,strand,Origin,pseudo,ID-2,Locus_tag,Protein2,symbol,name Prot2,Annotation,start,end,strand,Origin,pseudo
1,lcl_NC_009641.1_prot_WP_000977774.1_49,NWMN_RS00250,WP_000977774.1,n.a,tandem_type lipoprotein,n.a,55461,56231,+,NC_009641.1,false
13,lcl_NC_009641.1_prot_WP_001199439.1_303,NWMN_RS01530,WP_001199439.1,n.a,hypothetical protein,n.a,328706,329377,+,NC_009641.1,false
13,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001199439.1_1107,NWMN_RS05635,WP_001199439.1,n.a,hypothetical protein,n.a,1106921,1107592,+,NC_009641.1,false
13,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001199439.1_2006,NWMN_RS10360,WP_001199439.1,n.a,hypothetical protein,n.a,2014535,2015206,-,NC_009641.1,false
14,lcl_NC_009641.1_prot_WP_000371250.1_304,NWMN_RS01535,WP_000371250.1,n.a,DUF4393 domain_containing protein,n.a,329483,330340,-,NC_009641.1,false
14,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000371250.1_2005,NWMN_RS10355,WP_000371250.1,n.a,DUF4393 domain_containing protein,n.a,2013572,2014429,+,NC_009641.1,false
14,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000371250.1_1108,NWMN_RS05640,WP_000371250.1,n.a,DUF4393 domain_containing protein,n.a,1107698,1108555,-,NC_009641.1,false
15,lcl_NC_009641.1_prot_WP_000190223.1_305,NWMN_RS01540,WP_000190223.1,n.a,hypothetical protein,n.a,330405,331175,+,NC_009641.1,false
15,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000190223.1_1109,NWMN_RS05645,WP_000190223.1,n.a,hypothetical protein,n.a,1108620,1109390,+,NC_009641.1,false
15,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000190223.1_2004,NWMN_RS10350,WP_000190223.1,n.a,hypothetical protein,n.a,2012737,2013507,-,NC_009641.1,false
16,lcl_NC_009641.1_prot_WP_000803062.1_306,NWMN_RS01545,WP_000803062.1,n.a,AAA domain_containing protein,n.a,331185,331964,+,NC_009641.1,false
16,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000803062.1_2003,NWMN_RS10345,WP_000803062.1,n.a,AAA domain_containing protein,n.a,2011948,2012727,-,NC_009641.1,false
16,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000803062.1_1110,NWMN_RS05650,WP_000803062.1,n.a,AAA domain_containing protein,n.a,1109400,1110179,+,NC_009641.1,false
17,lcl_NC_009641.1_prot_WP_000256597.1_307,NWMN_RS01550,WP_000256597.1,n.a,hypothetical protein,n.a,331958,332116,+,NC_009641.1,false
17,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000256597.1_2002,NWMN_RS10340,WP_000256597.1,n.a,hypothetical protein,n.a,2011796,2011954,-,NC_009641.1,false
17,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000256597.1_1111,NWMN_RS05655,WP_000256597.1,n.a,hypothetical protein,n.a,1110173,1110331,+,NC_009641.1,false
18,lcl_NC_009641.1_prot_WP_001123684.1_308,NWMN_RS01555,WP_001123684.1,n.a,DUF3269 family protein,n.a,332129,332350,+,NC_009641.1,false
18,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001123684.1_1112,NWMN_RS05660,WP_001123684.1,n.a,DUF3269 family protein,n.a,1110344,1110565,+,NC_009641.1,false
18,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001123684.1_2001,NWMN_RS10335,WP_001123684.1,n.a,DUF3269 family protein,n.a,2011562,2011783,-,NC_009641.1,false
19,lcl_NC_009641.1_prot_WP_000401950.1_309,NWMN_RS01560,WP_000401950.1,n.a,RusA family crossover junction endodeoxyribonuclease,n.a,332360,332767,+,NC_009641.1,false
19,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000401950.1_1113,NWMN_RS05665,WP_000401950.1,n.a,RusA family crossover junction endodeoxyribonuclease,n.a,1110575,1110982,+,NC_009641.1,false
19,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000401950.1_2000,NWMN_RS10330,WP_000401950.1,n.a,RusA family crossover junction endodeoxyribonuclease,n.a,2011145,2011552,-,NC_009641.1,false
20,lcl_NC_009641.1_prot_WP_001187264.1_310,NWMN_RS01565,WP_001187264.1,n.a,DUF3113 family protein,n.a,332767,332952,+,NC_009641.1,false
20,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001187264.1_1999,NWMN_RS10325,WP_001187264.1,n.a,DUF3113 family protein,n.a,2010960,2011145,-,NC_009641.1,false
20,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001187264.1_1114,NWMN_RS05670,WP_001187264.1,n.a,DUF3113 family protein,n.a,1110982,1111167,+,NC_009641.1,false
21,lcl_NC_009641.1_prot_WP_000117792.1_311,NWMN_RS01570,WP_000117792.1,n.a,hypothetical protein,n.a,332953,333312,+,NC_009641.1,false
21,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000117792.1_1998,NWMN_RS10320,WP_000117792.1,n.a,hypothetical protein,n.a,2010600,2010959,-,NC_009641.1,false
21,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000117792.1_1115,NWMN_RS05675,WP_000117792.1,n.a,hypothetical protein,n.a,1111168,1111527,+,NC_009641.1,false
22,lcl_NC_009641.1_prot_WP_000022735.1_312,NWMN_RS01575,WP_000022735.1,n.a,DUF3310 domain_containing protein,n.a,333312,333566,+,NC_009641.1,false
22,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000022735.1_1116,NWMN_RS05680,WP_000022735.1,n.a,DUF3310 domain_containing protein,n.a,1111527,1111781,+,NC_009641.1,false
22,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000022735.1_1997,NWMN_RS10315,WP_000022735.1,n.a,DUF3310 domain_containing protein,n.a,2010346,2010600,-,NC_009641.1,false
23,lcl_NC_009641.1_prot_WP_012068339.1_313,NWMN_RS01580,WP_012068339.1,n.a,hypothetical protein,n.a,333566,333814,+,NC_009641.1,false
23,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000131366.1_2135,NWMN_RS10980,WP_000131366.1,n.a,hypothetical protein,n.a,2117695,2117937,-,NC_009641.1,false
23,,,,,,,,,,,lcl_NC_009641.1_prot_WP_012068339.1_1996,NWMN_RS10310,WP_012068339.1,n.a,hypothetical protein,n.a,2010098,2010346,-,NC_009641.1,false
23,,,,,,,,,,,lcl_NC_009641.1_prot_WP_012068339.1_1117,NWMN_RS05685,WP_012068339.1,n.a,hypothetical protein,n.a,1111781,1112029,+,NC_009641.1,false
24,lcl_NC_009641.1_prot_WP_000695747.1_314,NWMN_RS01585,WP_000695747.1,n.a,hypothetical protein,n.a,333829,334230,+,NC_009641.1,false
24,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000695747.1_1118,NWMN_RS05690,WP_000695747.1,n.a,hypothetical protein,n.a,1112044,1112445,+,NC_009641.1,false
24,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000695747.1_1995,NWMN_RS10305,WP_000695747.1,n.a,hypothetical protein,n.a,2009682,2010083,-,NC_009641.1,false
25,lcl_NC_009641.1_prot_WP_000983954.1_315,NWMN_RS01590,WP_000983954.1,n.a,hypothetical protein,n.a,334227,334421,+,NC_009641.1,false
25,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000983954.1_1119,NWMN_RS05695,WP_000983954.1,n.a,hypothetical protein,n.a,1112442,1112636,+,NC_009641.1,false
25,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000983954.1_1994,NWMN_RS10300,WP_000983954.1,n.a,hypothetical protein,n.a,2009491,2009685,-,NC_009641.1,false
26,lcl_NC_009641.1_prot_WP_000982708.1_316,NWMN_RS01595,WP_000982708.1,n.a,hypothetical protein,n.a,334418,334867,+,NC_009641.1,false
26,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000982708.1_1120,NWMN_RS05700,WP_000982708.1,n.a,hypothetical protein,n.a,1112633,1113082,+,NC_009641.1,false
26,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000982708.1_1993,NWMN_RS10295,WP_000982708.1,n.a,hypothetical protein,n.a,2009045,2009494,-,NC_009641.1,false
27,lcl_NC_009641.1_prot_WP_001105621.1_317,NWMN_RS01600,WP_001105621.1,n.a,hypothetical protein,n.a,334864,335148,+,NC_009641.1,false
27,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001105621.1_1121,NWMN_RS05705,WP_001105621.1,n.a,hypothetical protein,n.a,1113079,1113363,+,NC_009641.1,false
27,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001105621.1_1992,NWMN_RS10290,WP_001105621.1,n.a,hypothetical protein,n.a,2008764,2009048,-,NC_009641.1,false
28,lcl_NC_009641.1_prot_WP_001065083.1_318,NWMN_RS01605,WP_001065083.1,n.a,DUF1024 family protein,n.a,335141,335389,+,NC_009641.1,false
28,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001065083.1_1122,NWMN_RS05710,WP_001065083.1,n.a,DUF1024 family protein,n.a,1113356,1113604,+,NC_009641.1,false
28,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001065091.1_2134,NWMN_RS10975,WP_001065091.1,n.a,DUF1024 family protein,n.a,2117272,2117523,-,NC_009641.1,false
28,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001065083.1_1991,NWMN_RS10285,WP_001065083.1,n.a,DUF1024 family protein,n.a,2008523,2008771,-,NC_009641.1,false
29,lcl_NC_009641.1_prot_WP_000185669.1_319,NWMN_RS01610,WP_000185669.1,n.a,hypothetical protein,n.a,335382,335918,+,NC_009641.1,false
29,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000185669.1_1990,NWMN_RS10280,WP_000185669.1,n.a,hypothetical protein,n.a,2007994,2008530,-,NC_009641.1,false
29,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000185669.1_1123,NWMN_RS05715,WP_000185669.1,n.a,hypothetical protein,n.a,1113597,1114133,+,NC_009641.1,false
30,lcl_NC_009641.1_prot_WP_000195799.1_320,NWMN_RS01615,WP_000195799.1,n.a,DUF1381 domain_containing protein,n.a,335955,336161,+,NC_009641.1,false
30,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000195803.1_2131,NWMN_RS10960,WP_000195803.1,n.a,DUF1381 domain_containing protein,n.a,2116322,2116528,-,NC_009641.1,false
31,lcl_NC_009641.1_prot_WP_031765538.1_324,NWMN_RS01635,WP_031765538.1,n.a,phage protein,n.a,336765,337160,+,NC_009641.1,false
31,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000592210.1_2130,NWMN_RS10955,WP_000592210.1,n.a,hypothetical protein,n.a,2115939,2116325,-,NC_009641.1,false
32,lcl_NC_009641.1_prot_WP_000595257.1_325,NWMN_RS01640,WP_000595257.1,n.a,transcriptional activator RinB,n.a,337157,337330,+,NC_009641.1,false
32,,,,,,,,,,,lcl_NC_009641.1_prot_WP_033858883.1_1126,NWMN_RS05730,WP_033858883.1,n.a,transcriptional regulator,n.a,1114521,1114709,+,NC_009641.1,false
32,,,,,,,,,,,lcl_NC_009641.1_prot_WP_033858883.1_1987,NWMN_RS10265,WP_033858883.1,n.a,transcriptional regulator,n.a,2007419,2007607,-,NC_009641.1,false
33,lcl_NC_009641.1_prot_WP_000323259.1_344,NWMN_RS01735,WP_000323259.1,n.a,hypothetical protein,n.a,353131,355029,+,NC_009641.1,false
33,,,,,,,,,,,lcl_NC_009641.1_prot_WP_012068325.1_1147,NWMN_RS05835,WP_012068325.1,n.a,hypothetical protein,n.a,1131180,1133090,+,NC_009641.1,false
33,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000369015.1_1966,NWMN_RS10160,WP_000369015.1,n.a,hypothetical protein,n.a,1989036,1990946,-,NC_009641.1,false
34,lcl_NC_009641.1_prot_WP_000634521.1_345,NWMN_RS01740,WP_000634521.1,n.a,phage baseplate upper protein,n.a,355029,356852,+,NC_009641.1,false
34,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000634517.1_1148,NWMN_RS05840,WP_000634517.1,n.a,BppU family phage baseplate upper protein,n.a,1133090,1134913,+,NC_009641.1,false
34,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000259598.1_1965,NWMN_RS10155,WP_000259598.1,n.a,BppU family phage baseplate upper protein,n.a,1987213,1989036,-,NC_009641.1,false
35,lcl_NC_009641.1_prot_WP_000705895.1_346,NWMN_RS01745,WP_000705895.1,n.a,DUF2977 domain_containing protein,n.a,356852,357229,+,NC_009641.1,false
35,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000406972.1_1149,NWMN_RS05845,WP_000406972.1,n.a,DUF2977 domain_containing protein,n.a,1134913,1135290,+,NC_009641.1,false
35,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000406972.1_1964,NWMN_RS10150,WP_000406972.1,n.a,DUF2977 domain_containing protein,n.a,1986836,1987213,-,NC_009641.1,false
36,lcl_NC_009641.1_prot_WP_000782200.1_347,NWMN_RS01750,WP_000782200.1,n.a,XkdX family protein,n.a,357233,357406,+,NC_009641.1,false
36,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001800921.1_1150,NWMN_RS05850,WP_001800921.1,n.a,XkdX family protein,n.a,1135294,1135467,+,NC_009641.1,false
36,,,,,,,,,,,lcl_NC_009641.1_prot_WP_078061239.1_1963,NWMN_RS10145,WP_078061239.1,n.a,XkdX family protein,n.a,1986659,1986832,-,NC_009641.1,false
37,lcl_NC_009641.1_prot_WP_000466778.1_348,NWMN_RS01755,WP_000466778.1,n.a,DUF2951 domain_containing protein,n.a,357446,357745,+,NC_009641.1,false
37,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000466787.1_1151,NWMN_RS05855,WP_000466787.1,n.a,DUF2951 domain_containing protein,n.a,1135508,1135807,+,NC_009641.1,false
37,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000466787.1_1962,NWMN_RS10140,WP_000466787.1,n.a,DUF2951 domain_containing protein,n.a,1986319,1986618,-,NC_009641.1,false
38,lcl_NC_009641.1_prot_WP_000524021.1_349,NWMN_RS01760,WP_000524021.1,n.a,CHAP domain_containing protein,n.a,357882,359780,+,NC_009641.1,false
38,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000524009.1_1961,NWMN_RS10135,WP_000524009.1,n.a,CHAP domain_containing protein,n.a,1984284,1986182,-,NC_009641.1,false
38,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000524009.1_1152,NWMN_RS05860,WP_000524009.1,n.a,CHAP domain_containing protein,n.a,1135944,1137842,+,NC_009641.1,false
39,lcl_NC_009641.1_prot_WP_000276627.1_350,NWMN_RS01765,WP_000276627.1,n.a,BppU family phage baseplate upper protein,n.a,359793,360965,+,NC_009641.1,false
39,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000276643.1_1960,NWMN_RS10130,WP_000276643.1,n.a,BppU family phage baseplate upper protein,n.a,1983099,1984271,-,NC_009641.1,false
39,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000276647.1_1153,NWMN_RS05865,WP_000276647.1,n.a,BppU family phage baseplate upper protein,n.a,1137855,1139027,+,NC_009641.1,false
40,lcl_NC_009641.1_prot_WP_000398878.1_351,NWMN_RS01770,WP_000398878.1,n.a,hypothetical protein,n.a,360971,361366,+,NC_009641.1,false
40,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000398863.1_1154,NWMN_RS05870,WP_000398863.1,n.a,hypothetical protein,n.a,1139033,1139428,+,NC_009641.1,false
40,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000398879.1_1959,NWMN_RS10125,WP_000398879.1,n.a,hypothetical protein,n.a,1982698,1983093,-,NC_009641.1,false
41,lcl_NC_009641.1_prot_WP_000339146.1_352,NWMN_RS01775,WP_000339146.1,n.a,phage holin,n.a,361422,361724,+,NC_009641.1,false
41,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000339146.1_1958,NWMN_RS10120,WP_000339146.1,n.a,phage holin,n.a,1982340,1982642,-,NC_009641.1,false
42,lcl_NC_009641.1_prot_WP_000930256.1_353,NWMN_RS01780,WP_000930256.1,n.a,CHAP domain_containing protein,n.a,361736,363190,+,NC_009641.1,false
42,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000930256.1_1957,NWMN_RS10115,WP_000930256.1,n.a,CHAP domain_containing protein,n.a,1980874,1982328,-,NC_009641.1,false
43,lcl_NC_009641.1_prot_354,NWMN_RS15080,n.a,n.a,hypothetical protein,n.a,363556,363817,+,NC_009641.1,true
43,,,,,,,,,,,lcl_NC_009641.1_prot_1956,NWMN_RS15425,n.a,n.a,hypothetical protein,n.a,1980284,1980508,-,NC_009641.1,true
44,lcl_NC_009641.1_prot_WP_000028628.1_448,NWMN_RS02255,WP_000028628.1,n.a,type I restriction_modification system subunit M,n.a,447091,448647,+,NC_009641.1,false
44,,,,,,,,,,,lcl_NC_009641.1_prot_WP_011443644.1_1873,NWMN_RS09550,WP_011443644.1,n.a,type I restriction_modification system subunit M,n.a,1897366,1899105,-,NC_009641.1,false
45,lcl_NC_009641.1_prot_WP_014373780.1_470,NWMN_RS15690,WP_014373780.1,n.a,phenol_soluble modulin PSM_alpha_2,n.a,466495,466560,-,NC_009641.1,false
45,,,,,,,,,,,lcl_NC_009641.1_prot_WP_014373781.1_471,NWMN_RS15695,WP_014373781.1,n.a,phenol_soluble modulin PSM_alpha_1,n.a,466592,466657,-,NC_009641.1,false
46,lcl_NC_009641.1_prot_WP_000882085.1_631,NWMN_RS03235,WP_000882085.1,n.a,DUF443 family protein,n.a,647403,648023,+,NC_009641.1,false
46,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000923053.1_640,NWMN_RS03270,WP_000923053.1,n.a,DUF443 domain_containing protein,n.a,652224,652850,+,NC_009641.1,false
47,lcl_NC_009641.1_prot_WP_000395457.1_1100,NWMN_RS05600,WP_000395457.1,n.a,hypothetical protein,n.a,1103817,1104047,-,NC_009641.1,false
47,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000395455.1_2013,NWMN_RS10390,WP_000395455.1,n.a,hypothetical protein,n.a,2017609,2017839,+,NC_009641.1,false
48,lcl_NC_009641.1_prot_WP_000291474.1_1103,NWMN_RS05615,WP_000291474.1,n.a,DUF1108 family protein,n.a,1104800,1105060,+,NC_009641.1,false
48,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000291503.1_2145,NWMN_RS11025,WP_000291503.1,n.a,DUF1108 family protein,n.a,2124189,2124449,-,NC_009641.1,false
49,lcl_NC_009641.1_prot_WP_000195823.1_1124,NWMN_RS05720,WP_000195823.1,n.a,DUF1381 domain_containing protein,n.a,1114170,1114358,+,NC_009641.1,false
49,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000195823.1_1989,NWMN_RS10275,WP_000195823.1,n.a,DUF1381 domain_containing protein,n.a,2007770,2007958,-,NC_009641.1,false
50,lcl_NC_009641.1_prot_WP_001125015.1_1125,NWMN_RS05725,WP_001125015.1,n.a,hypothetical protein,n.a,1114333,1114533,+,NC_009641.1,false
50,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001125015.1_1988,NWMN_RS10270,WP_001125015.1,n.a,hypothetical protein,n.a,2007595,2007795,-,NC_009641.1,false
51,lcl_NC_009641.1_prot_WP_000990005.1_1127,NWMN_RS05735,WP_000990005.1,n.a,hypothetical protein,n.a,1114710,1114856,+,NC_009641.1,false
51,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000990005.1_1986,NWMN_RS10260,WP_000990005.1,n.a,hypothetical protein,n.a,2007272,2007418,-,NC_009641.1,false
52,lcl_NC_009641.1_prot_WP_000162700.1_1128,NWMN_RS05740,WP_000162700.1,n.a,RinA family phage transcriptional activator,n.a,1114880,1115302,+,NC_009641.1,false
52,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000162700.1_1985,NWMN_RS10255,WP_000162700.1,n.a,RinA family phage transcriptional activator,n.a,2006826,2007248,-,NC_009641.1,false
53,lcl_NC_009641.1_prot_WP_001003272.1_1129,NWMN_RS05745,WP_001003272.1,n.a,terminase small subunit,n.a,1115489,1115929,+,NC_009641.1,false
53,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001003272.1_1984,NWMN_RS10250,WP_001003272.1,n.a,terminase small subunit,n.a,2006199,2006639,-,NC_009641.1,false
54,lcl_NC_009641.1_prot_WP_000169946.1_1130,NWMN_RS05750,WP_000169946.1,n.a,PBSX family phage terminase large subunit,n.a,1115916,1117193,+,NC_009641.1,false
54,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000169946.1_1983,NWMN_RS10245,WP_000169946.1,n.a,PBSX family phage terminase large subunit,n.a,2004935,2006212,-,NC_009641.1,false
55,lcl_NC_009641.1_prot_WP_000921879.1_1131,NWMN_RS05755,WP_000921879.1,n.a,phage portal protein,n.a,1117204,1118739,+,NC_009641.1,false
55,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000921879.1_1982,NWMN_RS10240,WP_000921879.1,n.a,phage portal protein,n.a,2003389,2004924,-,NC_009641.1,false
56,lcl_NC_009641.1_prot_WP_001133041.1_1132,NWMN_RS05760,WP_001133041.1,n.a,phage head morphogenesis protein,n.a,1118746,1119741,+,NC_009641.1,false
56,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001133041.1_1981,NWMN_RS10235,WP_001133041.1,n.a,phage head morphogenesis protein,n.a,2002387,2003382,-,NC_009641.1,false
57,lcl_NC_009641.1_prot_WP_000072207.1_1133,NWMN_RS05765,WP_000072207.1,n.a,hypothetical protein,n.a,1119814,1119984,+,NC_009641.1,false
57,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000072207.1_1980,NWMN_RS10230,WP_000072207.1,n.a,hypothetical protein,n.a,2002144,2002314,-,NC_009641.1,false
58,lcl_NC_009641.1_prot_WP_000354307.1_1134,NWMN_RS05770,WP_000354307.1,n.a,DUF4355 domain_containing protein,n.a,1120119,1120733,+,NC_009641.1,false
58,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000354303.1_1979,NWMN_RS10225,WP_000354303.1,n.a,DUF4355 domain_containing protein,n.a,2001395,2002009,-,NC_009641.1,false
59,lcl_NC_009641.1_prot_WP_000438504.1_1135,NWMN_RS05775,WP_000438504.1,n.a,phage major capsid protein,n.a,1120747,1121721,+,NC_009641.1,false
59,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000438504.1_1978,NWMN_RS10220,WP_000438504.1,n.a,phage major capsid protein,n.a,2000407,2001381,-,NC_009641.1,false
