#taxa	Query_Protein	Subject_Proteins
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000195799.1_320	lcl_NZ_CP013218.1_prot_WP_031795553.1_1483,lcl_NZ_CP013218.1_prot_WP_031911820.1_1893
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_001065083.1_318	lcl_NZ_CP013218.1_prot_WP_031795590.1_1485,lcl_NZ_CP013218.1_prot_WP_031913713.1_1895
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000634521.1_345	lcl_NZ_CP013218.1_prot_WP_071938176.1_1867
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000208414.1_250	lcl_NZ_CP013218.1_prot_WP_001066361.1_294,lcl_NZ_CP013218.1_prot_WP_000208402.1_300
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000117792.1_311	lcl_NZ_CP013218.1_prot_WP_031903995.1_1494,lcl_NZ_CP013218.1_prot_WP_031911823.1_1902
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000990005.1_1127	lcl_NZ_CP013218.1_prot_WP_031765539.1_1888
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000782200.1_347	lcl_NZ_CP013218.1_prot_WP_001800921.1_1865
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000291089.1_299	lcl_NZ_CP013218.1_prot_WP_031874257.1_1915
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000595257.1_325	lcl_NZ_CP013218.1_prot_WP_000595257.1_1890
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000983954.1_315	lcl_NZ_CP013218.1_prot_WP_031794818.1_1488
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000930256.1_353	lcl_NZ_CP013218.1_prot_WP_000909210.1_1450
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000339146.1_352	lcl_NZ_CP013218.1_prot_WP_000339144.1_1451
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000667269.1_90	lcl_NZ_CP013218.1_prot_WP_001083328.1_2168,lcl_NZ_CP013218.1_prot_WP_000667277.1_140
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000022735.1_312	lcl_NZ_CP013218.1_prot_WP_015994745.1_1493,lcl_NZ_CP013218.1_prot_WP_031867833.1_1901
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_001123684.1_308	lcl_NZ_CP013218.1_prot_WP_001123688.1_1905
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000705895.1_346	lcl_NZ_CP013218.1_prot_WP_016187285.1_1866
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_001199439.1_303	lcl_NZ_CP013218.1_prot_WP_031911829.1_1910
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000028628.1_448	lcl_NZ_CP013218.1_prot_WP_000028652.1_412
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000323259.1_344	lcl_NZ_CP013218.1_prot_WP_031911805.1_1868
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_012068339.1_313	lcl_NZ_CP013218.1_prot_WP_078099081.1_1491,lcl_NZ_CP013218.1_prot_WP_078100129.1_1900
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_000401950.1_309	lcl_NZ_CP013218.1_prot_WP_031911825.1_1904
GCA_001887075.1_Saureus_LA-MRSAST398	lcl_NC_009641.1_prot_WP_031765538.1_324	lcl_NZ_CP013218.1_prot_WP_031790892.1_1891
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_001808146.1_1935	lcl_NZ_CP031888.1_prot_WP_001549130.1_1962,lcl_NZ_CP031888.1_prot_WP_001550301.1_2276
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000028628.1_448	lcl_NZ_CP031888.1_prot_WP_000028628.1_437,lcl_NZ_CP031888.1_prot_WP_011443644.1_1900
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000195799.1_320	lcl_NZ_CP031888.1_prot_WP_000195794.1_1545,lcl_NZ_CP031888.1_prot_WP_000195803.1_2089
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000142049.1_249	lcl_NZ_CP031888.1_prot_WP_000142049.1_309,lcl_NZ_CP031888.1_prot_WP_000141942.1_322
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000672038.1_2898	lcl_NZ_CP031888.1_prot_WP_000672039.1_2861,lcl_NZ_CP031888.1_prot_WP_000672038.1_2856
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000208414.1_250	lcl_NZ_CP031888.1_prot_WP_000208414.1_310,lcl_NZ_CP031888.1_prot_WP_000208389.1_317
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_001148638.1_2014	lcl_NZ_CP031888.1_prot_WP_001148642.1_2110
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000291474.1_1103	lcl_NZ_CP031888.1_prot_WP_000291513.1_2105
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000022735.1_312	lcl_NZ_CP031888.1_prot_WP_000022728.1_1550
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_227	lcl_NZ_CP031888.1_prot_287,lcl_NZ_CP031888.1_prot_2430
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_001065083.1_318	lcl_NZ_CP031888.1_prot_WP_001065039.1_1547
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000416756.1_1891	lcl_NZ_CP031888.1_prot_WP_000416756.1_1918,lcl_NZ_CP031888.1_prot_WP_000416759.1_1920
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000667269.1_90	lcl_NZ_CP031888.1_prot_WP_000667275.1_150,lcl_NZ_CP031888.1_prot_WP_001083316.1_2249
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_012068339.1_313	lcl_NZ_CP031888.1_prot_WP_000131383.1_2095,lcl_NZ_CP031888.1_prot_WP_000132194.1_1548
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_1747	lcl_NZ_CP031888.1_prot_2296,lcl_NZ_CP031888.1_prot_1775,lcl_NZ_CP031888.1_prot_1870
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000339146.1_352	lcl_NZ_CP031888.1_prot_WP_000339146.1_1512
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000977774.1_49	lcl_NZ_CP031888.1_prot_WP_000977781.1_111,lcl_NZ_CP031888.1_prot_WP_078148076.1_109
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_031765538.1_324	lcl_NZ_CP031888.1_prot_WP_000592207.1_2088,lcl_NZ_CP031888.1_prot_WP_000592202.1_1542
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_001265708.1_1383	lcl_NZ_CP031888.1_prot_WP_001265709.1_1636,lcl_NZ_CP031888.1_prot_WP_001265708.1_1345
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000882085.1_631	lcl_NZ_CP031888.1_prot_WP_000882085.1_619,lcl_NZ_CP031888.1_prot_WP_000923044.1_628
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000466778.1_348	lcl_NZ_CP031888.1_prot_WP_000466784.1_1513
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_001038688.1_1875	lcl_NZ_CP031888.1_prot_WP_001038704.1_1905,lcl_NZ_CP031888.1_prot_WP_001038688.1_1902
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000185669.1_319	lcl_NZ_CP031888.1_prot_WP_000185671.1_1546
GCA_008329865.1_Saureus_CFSAN082782	lcl_NC_009641.1_prot_WP_000930256.1_353	lcl_NZ_CP031888.1_prot_WP_000909220.1_1511
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_001268314.1_1138	lcl_NZ_CP026958.1_prot_WP_001268314.1_2026
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000350684.1_1145	lcl_NZ_CP026958.1_prot_WP_000350686.1_2033
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000276627.1_350	lcl_NZ_CP026958.1_prot_WP_000276646.1_2041
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000667269.1_90	lcl_NZ_CP026958.1_prot_WP_001083318.1_1793,lcl_NZ_CP026958.1_prot_WP_000667269.1_1042
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_012068339.1_313	lcl_NZ_CP026958.1_prot_WP_001126846.1_2006,lcl_NZ_CP026958.1_prot_WP_000131382.1_309
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_001114085.1_1136	lcl_NZ_CP026958.1_prot_WP_001114085.1_2024
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_001038688.1_1875	lcl_NZ_CP026958.1_prot_WP_001038752.1_119,lcl_NZ_CP026958.1_prot_WP_001038704.1_121
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000208960.1_1137	lcl_NZ_CP026958.1_prot_WP_000208960.1_2025
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000291089.1_299	lcl_NZ_CP026958.1_prot_WP_000291068.1_1991
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000392183.1_289	lcl_NZ_CP026958.1_prot_WP_000392186.1_1978
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000337827.1_288	lcl_NZ_CP026958.1_prot_WP_000337826.1_1977
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000882085.1_631	lcl_NZ_CP026958.1_prot_WP_000882087.1_556
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000002578.1_1141	lcl_NZ_CP026958.1_prot_WP_000002577.1_2029
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_001133041.1_1132	lcl_NZ_CP026958.1_prot_WP_001133043.1_2020
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000524021.1_349	lcl_NZ_CP026958.1_prot_WP_000524006.1_2040
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000208414.1_250	lcl_NZ_CP026958.1_prot_WP_000208417.1_883
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_031765538.1_324	lcl_NZ_CP026958.1_prot_WP_031885238.1_2013
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000595257.1_325	lcl_NZ_CP026958.1_prot_WP_000595245.1_2014
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_001017815.1_1139	lcl_NZ_CP026958.1_prot_WP_001017814.1_2027
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_001187264.1_310	lcl_NZ_CP026958.1_prot_WP_001187242.1_2004
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000815401.1_300	lcl_NZ_CP026958.1_prot_WP_000815401.1_1992
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_001808146.1_1935	lcl_NZ_CP026958.1_prot_WP_001557163.1_176,lcl_NZ_CP026958.1_prot_WP_001557163.1_523,lcl_NZ_CP026958.1_prot_WP_001557163.1_788,lcl_NZ_CP026958.1_prot_WP_001557163.1_1854,lcl_NZ_CP026958.1_prot_WP_001557163.1_27,lcl_NZ_CP026958.1_prot_WP_001557163.1_3,lcl_NZ_CP026958.1_prot_WP_001557163.1_2061,lcl_NZ_CP026958.1_prot_WP_001557163.1_1544,lcl_NZ_CP026958.1_prot_WP_001557163.1_1412
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_001148638.1_2014	lcl_NZ_CP026958.1_prot_WP_001148341.1_326
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000105584.1_1143	lcl_NZ_CP026958.1_prot_WP_000105584.1_2031
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000705895.1_346	lcl_NZ_CP026958.1_prot_WP_000705911.1_2037
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000323259.1_344	lcl_NZ_CP026958.1_prot_WP_000369014.1_2035
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000466778.1_348	lcl_NZ_CP026958.1_prot_WP_000466784.1_2039
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000156406.1_1146	lcl_NZ_CP026958.1_prot_WP_000156404.1_2034
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_001265708.1_1383	lcl_NZ_CP026958.1_prot_WP_001265708.1_2490,lcl_NZ_CP026958.1_prot_WP_001265709.1_2717
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000782200.1_347	lcl_NZ_CP026958.1_prot_WP_000782200.1_2038
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_001065083.1_318	lcl_NZ_CP026958.1_prot_WP_001065109.1_2007
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000142049.1_249	lcl_NZ_CP026958.1_prot_WP_000141941.1_879,lcl_NZ_CP026958.1_prot_WP_000142044.1_884
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000072207.1_1133	lcl_NZ_CP026958.1_prot_WP_000072207.1_2021
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000921879.1_1131	lcl_NZ_CP026958.1_prot_WP_000921892.1_2019
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000354307.1_1134	lcl_NZ_CP026958.1_prot_WP_000354307.1_2022
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000256597.1_307	lcl_NZ_CP026958.1_prot_WP_000628836.1_2001
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000990005.1_1127	lcl_NZ_CP026958.1_prot_WP_000990006.1_2015
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000672038.1_2898	lcl_NZ_CP026958.1_prot_WP_000672033.1_1192
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000977774.1_49	lcl_NZ_CP026958.1_prot_WP_000977803.1_1080,lcl_NZ_CP026958.1_prot_WP_000977777.1_1083
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000188650.1_1140	lcl_NZ_CP026958.1_prot_WP_000188649.1_2028
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000169946.1_1130	lcl_NZ_CP026958.1_prot_WP_000169948.1_2018
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_001100161.1_1142	lcl_NZ_CP026958.1_prot_WP_001100167.1_2030
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000028628.1_448	lcl_NZ_CP026958.1_prot_WP_000028662.1_734,lcl_NZ_CP026958.1_prot_WP_001793440.1_117
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000398878.1_351	lcl_NZ_CP026958.1_prot_WP_000398870.1_2042
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_001123684.1_308	lcl_NZ_CP026958.1_prot_WP_001123695.1_2002
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_001003272.1_1129	lcl_NZ_CP026958.1_prot_WP_001838172.1_2017
GCA_001019495.2_Saureus_FDAARGOS_40	lcl_NC_009641.1_prot_WP_000141464.1_1144	lcl_NZ_CP026958.1_prot_WP_000141453.1_2032
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000208414.1_250	lcl_NZ_LT615218.1_prot_WP_000208392.1_244,lcl_NZ_LT615218.1_prot_WP_000208412.1_239
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000323259.1_344	lcl_NZ_LT615218.1_prot_WP_000323256.1_796
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000066021.1_298	lcl_NZ_LT615218.1_prot_WP_000066020.1_1990,lcl_NZ_LT615218.1_prot_WP_001285964.1_752
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000672038.1_2898	lcl_NZ_LT615218.1_prot_WP_000672039.1_2726,lcl_NZ_LT615218.1_prot_WP_000672039.1_2731
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_001105621.1_317	lcl_NZ_LT615218.1_prot_WP_001105603.1_769
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000185669.1_319	lcl_NZ_LT615218.1_prot_WP_001061838.1_1976
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000705895.1_346	lcl_NZ_LT615218.1_prot_WP_000705907.1_798
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_227	lcl_NZ_LT615218.1_prot_2296
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000977774.1_49	lcl_NZ_LT615218.1_prot_WP_000977782.1_45
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000276627.1_350	lcl_NZ_LT615218.1_prot_WP_061839003.1_802
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_001148638.1_2014	lcl_NZ_LT615218.1_prot_WP_001148641.1_1996
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_1747	lcl_NZ_LT615218.1_prot_2241,lcl_NZ_LT615218.1_prot_1768
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_001065083.1_318	lcl_NZ_LT615218.1_prot_WP_001065046.1_1978,lcl_NZ_LT615218.1_prot_WP_001065076.1_770
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000983954.1_315	lcl_NZ_LT615218.1_prot_WP_000983952.1_767
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000022735.1_312	lcl_NZ_LT615218.1_prot_WP_000022728.1_763
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000195799.1_320	lcl_NZ_LT615218.1_prot_WP_000195832.1_773,lcl_NZ_LT615218.1_prot_WP_000195803.1_1974
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000595257.1_325	lcl_NZ_LT615218.1_prot_WP_000595258.1_777
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000339146.1_352	lcl_NZ_LT615218.1_prot_WP_000339141.1_804
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_001265708.1_1383	lcl_NZ_LT615218.1_prot_WP_001265708.1_1309,lcl_NZ_LT615218.1_prot_WP_001265709.1_1535
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000882085.1_631	lcl_NZ_LT615218.1_prot_WP_000923046.1_556,lcl_NZ_LT615218.1_prot_WP_000882084.1_548
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000398878.1_351	lcl_NZ_LT615218.1_prot_WP_000398878.1_803
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_001038688.1_1875	lcl_NZ_LT615218.1_prot_WP_001038680.1_1797,lcl_NZ_LT615218.1_prot_WP_001038688.1_1796
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000930256.1_353	lcl_NZ_LT615218.1_prot_WP_000909212.1_805
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000782200.1_347	lcl_NZ_LT615218.1_prot_WP_001790193.1_799
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000667269.1_90	lcl_NZ_LT615218.1_prot_WP_001083311.1_2124,lcl_NZ_LT615218.1_prot_WP_000667269.1_82
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_031765538.1_324	lcl_NZ_LT615218.1_prot_WP_000592201.1_1973,lcl_NZ_LT615218.1_prot_WP_016187443.1_776
GCA_900096745.1_Saureus_AUS0325	lcl_NC_009641.1_prot_WP_000028628.1_448	lcl_NZ_LT615218.1_prot_WP_000028681.1_372,lcl_NZ_LT615218.1_prot_WP_000028605.1_1794
